# ID  jfk    jdf     V      uncV   B_V   B_VUn
1011  700.72   18.90 20.873 0.011  0.560 0.015
1012  111.89  223.60 20.874 0.018  0.694 0.022
1013  109.31 1164.23 20.874 0.010  0.606 0.014
1014  358.61 1282.92 20.877 0.011  0.646 0.014
1015  430.08 1183.56 20.878 0.010  0.598 0.014
1016  148.33  226.24 20.881 0.009  0.637 0.013
1017 1631.47 1737.75 20.881 0.009  0.615 0.014
1018  927.97 1163.90 20.882 0.009  0.573 0.014
1019  142.40 1581.92 20.882 0.009  0.641 0.013
1020  318.59  555.88 20.884 0.010  0.679 0.014
1021  702.22  109.48 20.886 0.013  0.797 0.018
1022 1583.28 1488.52 20.887 0.010  1.364 0.019
1023  222.30  127.13 20.889 0.009  0.660 0.014
1024  455.22  466.40 20.892 0.009  0.604 0.014
1025  578.92  172.72 20.893 0.009  0.606 0.013
1026  125.71  519.20 20.893 0.009  0.610 0.014
1027 1385.08    8.68 20.894 0.009  0.617 0.014
1028   42.62  942.17 20.895 0.009  0.620 0.013
1029  366.63  378.17 20.896 0.009  0.637 0.014
1030 1826.72    6.45 20.897 0.010  0.578 0.014
1031  784.71 1655.41 20.899 0.014  1.570 0.027
1032  438.17  115.19 20.901 0.009  0.630 0.013
1033  575.98 1043.52 20.903 0.009  0.628 0.014
1034  283.62 1958.61 20.906 0.010  0.645 0.014
1035 1839.76 1784.57 20.907 0.010  0.642 0.013
1036  565.78  906.83 20.912 0.009  0.670 0.015
1037 1198.35  586.77 20.915 0.010  0.703 0.015
1038  642.81 1560.88 20.916 0.010  0.819 0.016
1039  154.71 1692.10 20.917 0.009  0.615 0.014
1040  752.30  193.77 20.919 0.010  0.620 0.015
1041  549.04  735.55 20.919 0.010  0.603 0.014
1042 1343.16  329.11 20.920 0.010  0.635 0.015
1043   17.38  263.49 20.922 0.014  0.601 0.018
1044  474.68 1367.11 20.923 0.009  0.633 0.014
1045 1885.90  816.78 20.926 0.009  0.641 0.013
1046  658.19 1422.84 20.926 0.010  0.661 0.015
1047  393.79  261.67 20.928 0.010  0.618 0.014
1048  819.87 1013.69 20.931 0.012  0.636 0.017
1049  873.20  314.04 20.931 0.010  0.655 0.015
1050  330.80  377.95 20.933 0.010  0.616 0.014
1051   36.67 1337.56 20.933 0.009  0.658 0.014
1052 1621.06 2019.59 20.936 0.010  0.669 0.015
1053  270.07  207.71 20.937 0.009  0.600 0.014
1054 1371.32 1036.95 20.938 0.010  0.588 0.014
1055  493.12  391.32 20.939 0.010  0.592 0.014
1056  717.77 1212.34 20.939 0.010  0.604 0.014
1057  327.19  725.33 20.943 0.009  0.627 0.014
1058  738.92  866.58 20.944 0.010  0.644 0.015
1059  146.36  316.52 20.945 0.010  0.609 0.014
1060  261.56   52.97 20.946 0.010  0.643 0.016
1061  147.61 1531.16 20.948 0.009  0.798 0.014
1062  594.24  754.30 20.950 0.010  0.637 0.014
1063  100.26  444.04 20.951 0.014  0.712 0.019
1064  219.65 1753.24 20.951 0.012  0.711 0.017
1065  328.54  285.91 20.952 0.010  0.774 0.017
1066  128.30  320.02 20.953 0.010  0.684 0.015
1067   96.49  133.33 20.954 0.010  0.658 0.015
1068  758.58  867.40 20.955 0.010  0.628 0.015
1069 1183.05  199.53 20.957 0.010  0.640 0.014
1070  854.56  967.85 20.958 0.010  0.585 0.015
1071  391.17   73.18 20.959 0.010  0.610 0.014
1072 1911.87  695.56 20.962 0.010  0.598 0.014
1073 1022.05  922.35 20.962 0.011  0.747 0.016
1074  356.49  129.17 20.962 0.009  0.610 0.014
1075  359.39 1000.09 20.963 0.010  0.619 0.015
1076  243.68  243.65 20.963 0.010  0.632 0.014
1077  585.30  454.18 20.968 0.012  0.610 0.017
1078  193.91  683.19 20.969 0.011  0.619 0.015
1079  557.28 1001.87 20.969 0.010  0.615 0.014
1080  207.41  937.65 20.970 0.010  0.670 0.014
1081  626.08  235.95 20.970 0.010  0.636 0.014
1082 1316.30  560.14 20.971 0.018  1.521 0.030
1083  912.17  746.69 20.972 0.010  0.606 0.015
1084 1248.56  493.41 20.973 0.010  0.643 0.016
1085   60.31 1721.25 20.973 0.010  0.693 0.015
1086   77.31 1153.52 20.975 0.009  0.636 0.014
1087  253.94 1598.31 20.976 0.020  0.902 0.029
1088  763.24  571.48 20.976 0.011  0.601 0.015
1089 1242.02 1331.26 20.979 0.010  0.629 0.017
1090  765.05   42.64 20.980 0.011  0.611 0.016
1091  290.01   80.27 20.982 0.010  0.628 0.015
1092   77.61   50.06 20.983 0.010  0.724 0.016
1093 1214.08  393.86 20.987 0.011  0.606 0.016
1094   37.80    8.88 20.988 0.011  0.618 0.018
1095 1768.22 1766.63 20.991 0.010  0.664 0.015
1096 1528.04   11.42 20.992 0.012  0.625 0.016
1097 1077.82   26.36 20.992 0.012  0.574 0.017
1098 1275.21  569.27 20.994 0.011  0.626 0.015
1099  868.82 1382.12 20.994 0.010  0.649 0.014
1100  254.38   60.47 20.996 0.010  0.687 0.016
1101  271.42    0.04 20.997 0.023  0.660 0.032
1102  733.60  329.26 20.997 0.011  0.630 0.015
1103  120.78   33.14 20.998 0.010  0.654 0.016
1104  897.34  430.23 20.998 0.010  0.654 0.015
1105   10.99  657.44 21.001 0.013  0.658 0.018
1106  463.06  698.87 21.001 0.010  0.611 0.015
1107  897.32 1108.66 21.006 0.010  0.572 0.015
1108  217.89  397.17 21.006 0.011  0.801 0.016
1109   74.09  382.69 21.006 0.011  0.802 0.017
1110 1432.80  630.87 21.007 0.010  0.625 0.015
1111  734.90 1630.08 21.007 0.010  0.662 0.014
1112  989.17  711.95 21.007 0.012  0.595 0.017
1113 1165.24    0.87 21.009 0.015  0.573 0.025
1114  142.33  202.41 21.010 0.011  0.621 0.016
1115 1563.55  252.40 21.011 0.018  0.538 0.022
1116  582.89  682.03 21.012 0.011  0.624 0.015
1117  193.63 1638.46 21.015 0.014  0.634 0.020
1118   55.77  200.62 21.017 0.010  0.620 0.015
1119 1379.19 1086.82 21.017 0.011  0.629 0.015
1120   77.28 1325.99 21.018 0.009  0.633 0.013
1121  560.46  400.50 21.018 0.010  0.649 0.016
1122 1486.85  774.83 21.020 0.011  0.838 0.016
1123  493.79  797.50 21.025 0.011  0.623 0.016
1124  753.09   80.32 21.025 0.010  0.652 0.014
1125  301.02  497.99 21.027 0.011  0.643 0.015
1126  297.27  284.60 21.027 0.010  0.646 0.016
1127 1080.23  287.44 21.028 0.010  0.645 0.016
1128   66.54  285.94 21.030 0.011  0.645 0.018
1129  988.89  887.52 21.030 0.010  0.583 0.015
1130 1710.58  388.49 21.032 0.010  0.647 0.014
1131  413.12   84.70 21.034 0.011  0.756 0.016
1132 1482.54 1633.83 21.037 0.009  1.629 0.023
1133   61.66   56.66 21.037 0.014  0.666 0.020
1134  665.11  332.48 21.039 0.011  0.672 0.016
1135  731.95  912.76 21.040 0.010  0.635 0.015
1136 1454.16 1685.50 21.040 0.010  0.701 0.015
1137  351.56  961.55 21.040 0.010  0.621 0.015
1138  601.25  916.39 21.041 0.011  0.647 0.016
1139  903.29  626.48 21.043 0.011  0.661 0.016
1140   23.13   23.83 21.044 0.013  0.783 0.019
1141  973.11  293.12 21.044 0.011  0.621 0.016
1142  116.54  606.60 21.048 0.011  0.624 0.015
1143   95.44  842.77 21.050 0.011  0.660 0.015
1144  758.58 1153.44 21.050 0.011  1.589 0.025
1145  989.75  347.43 21.051 0.011  0.656 0.016
1146  512.28 1634.60 21.051 0.010  0.697 0.015
1147 1017.34 1148.99 21.051 0.011  0.630 0.016
1148   24.15  571.56 21.056 0.013  0.703 0.018
1149 1480.83  862.49 21.056 0.010  0.664 0.015
1150   78.62  344.69 21.057 0.011  0.632 0.016
1151  139.15 1002.28 21.058 0.011  0.655 0.015
1152  150.54  586.95 21.067 0.011  0.632 0.016
1153 1164.84 1277.66 21.071 0.012  0.593 0.017
1154  259.87 1230.89 21.073 0.010  0.693 0.015
1155   14.22 1594.35 21.075 0.015  0.698 0.020
1156  563.32 1012.80 21.075 0.012  0.684 0.017
1157  306.89 1039.85 21.076 0.011  0.651 0.015
1158  483.78  716.06 21.076 0.011  0.656 0.016
1159  856.34  137.55 21.077 0.012  0.663 0.017
1160    4.13  404.85 21.077 0.015  0.619 0.020
1161   23.15  648.93 21.080 0.015  0.616 0.020
1162  638.60 1953.47 21.081 0.011  0.706 0.015
1163 1125.24 1878.77 21.082 0.010  0.654 0.014
1164 1601.57  538.48 21.084 0.012  0.690 0.016
1165  677.14  238.15 21.085 0.010  0.808 0.017
1166  503.85  464.39 21.085 0.011  0.642 0.017
1167  460.78  171.16 21.086 0.011  0.678 0.016
1168  452.90  579.59 21.087 0.011  0.642 0.015
1169  452.46  453.15 21.088 0.011  1.506 0.026
1170   67.03   31.91 21.090 0.012  0.624 0.017
1171 1119.67 1075.82 21.090 0.012  0.612 0.017
1172  371.63  283.18 21.093 0.011  0.653 0.016
1173   68.27   14.22 21.095 0.011  0.659 0.017
1174  985.30  456.56 21.095 0.012  0.663 0.017
1175  893.88  189.95 21.097 0.011  0.632 0.016
1176  220.85 1988.10 21.100 0.011  0.672 0.015
1177  443.28 1535.28 21.107 0.010  0.664 0.015
1178  342.08  830.53 21.107 0.011  0.734 0.016
1179  367.38 1902.43 21.111 0.010  0.697 0.014
1180 1231.62  682.63 21.111 0.012  0.621 0.017
1181  784.22  483.17 21.112 0.012  0.679 0.016
1182  573.59  251.03 21.114 0.012  0.688 0.017
1183  538.86  870.72 21.114 0.010  0.705 0.016
1184   32.09   62.45 21.116 0.012  0.647 0.017
1185  775.86   35.80 21.119 0.013  0.672 0.018
1186  234.11  624.16 21.122 0.011  0.695 0.016
1187   19.33  549.13 21.129 0.014  0.777 0.022
1188  717.67  516.74 21.131 0.011  0.651 0.017
1189  121.30  797.91 21.134 0.011  0.653 0.016
1190  622.00   88.47 21.135 0.011  0.673 0.016
1191  460.56  953.13 21.135 0.011  0.651 0.017
1192  707.42  317.79 21.136 0.012  0.703 0.017
1193  117.29 1199.40 21.136 0.011  0.693 0.016
1194  528.23  201.47 21.137 0.012  0.678 0.017
1195 1120.79  439.89 21.143 0.012  0.677 0.017
1196  874.86   46.47 21.145 0.011  0.673 0.017
1197  472.22  245.90 21.145 0.014  0.510 0.020
1198  898.80  988.61 21.147 0.011  0.660 0.017
1199 1319.45   13.12 21.151 0.012  0.630 0.016
1200 1703.27 1207.97 21.154 0.012  0.727 0.017
1201   27.31  992.33 21.156 0.012  0.628 0.016
1202 1050.90  597.43 21.157 0.011  0.640 0.018
1203 1626.16 1315.76 21.157 0.012  0.678 0.016
1204 1501.71 1045.32 21.159 0.012  0.641 0.017
1205  485.27  362.72 21.159 0.021  0.553 0.034
1206  561.60 1651.48 21.160 0.012  0.694 0.017
1207  147.04  355.92 21.160 0.012  0.689 0.017
1208  245.00  339.80 21.160 0.028  0.715 0.039
1209 1035.55  980.04 21.162 0.013  0.670 0.019
1210 1022.49  309.99 21.162 0.011  0.637 0.016
1211  555.55 1381.11 21.166 0.011  0.696 0.016
1212 1750.18  947.71 21.166 0.012  0.689 0.017
1213  142.91  194.62 21.167 0.012  0.687 0.018
1214   50.72  672.91 21.170 0.018  0.597 0.023
1215  241.10  195.12 21.171 0.013  0.664 0.019
1216 1413.96  695.93 21.173 0.012  0.632 0.017
1217   87.93 1387.32 21.173 0.012  0.705 0.017
1218 1846.96 1293.92 21.174 0.011  0.940 0.018
1219  346.32  228.53 21.176 0.011  0.666 0.018
1220  713.81  827.45 21.177 0.013  0.691 0.019
1221 1081.24  946.09 21.177 0.012  0.664 0.017
1222  528.86  540.34 21.179 0.012  0.670 0.017
1223 1432.68  178.67 21.181 0.012  0.658 0.016
1224 1161.89  827.82 21.181 0.011  0.828 0.018
1225  395.45  414.60 21.182 0.013  0.662 0.018
1226  347.52  175.60 21.183 0.012  0.756 0.018
1227  909.22 1510.44 21.183 0.011  0.651 0.017
1228  502.71   67.64 21.187 0.012  0.684 0.018
1229  247.89 1519.83 21.188 0.011  0.722 0.016
1230 1173.95 1012.93 21.188 0.011  0.644 0.016
1231  234.24  304.51 21.190 0.012  0.676 0.018
1232  588.10  842.41 21.190 0.011  0.673 0.017
1233   13.79  267.81 21.193 0.019  0.723 0.025
1234 1241.00  754.25 21.194 0.012  0.470 0.018
1235   60.09 1125.44 21.196 0.012  0.689 0.016
1236  567.81   70.88 21.196 0.011  0.687 0.016
1237  920.28   28.00 21.196 0.013  0.653 0.018
1238  215.82  952.65 21.199 0.012  0.676 0.018
1239  102.16 1312.36 21.204 0.012  0.702 0.016
1240  229.25  815.61 21.204 0.012  0.669 0.017
1241  990.95   17.91 21.209 0.012  0.656 0.020
1242 1630.73  197.46 21.210 0.011  0.669 0.017
1243 1025.50  638.73 21.212 0.012  0.654 0.018
1244  160.63 1027.76 21.214 0.014  0.738 0.019
1245  536.26  898.88 21.216 0.013  0.644 0.019
1246 1150.34  334.93 21.216 0.012  0.699 0.018
1247  935.93 1671.07 21.217 0.013  0.675 0.018
1248  644.01  310.32 21.217 0.013  0.682 0.018
1249  271.64  305.96 21.218 0.014  0.702 0.022
1250  784.75 1998.60 21.220 0.012  0.704 0.017
1251   32.35  215.13 21.220 0.011  0.690 0.017
1252 1203.64  828.56 21.220 0.011  0.826 0.019
1253  863.05  542.66 21.222 0.012  0.649 0.018
1254 1569.87  495.73 21.225 0.011  0.720 0.020
1255 1070.71 1701.54 21.225 0.011  0.656 0.016
1256  280.80 1339.75 21.230 0.012  0.681 0.017
1257  746.36   48.35 21.230 0.015  0.670 0.019
1258 1742.26 1203.86 21.231 0.012  1.461 0.024
1259 1062.34 1016.62 21.232 0.012  0.646 0.019
1260 1043.57 1229.67 21.234 0.011  0.668 0.018
1261 1079.03  591.80 21.235 0.012  0.661 0.018
1262  518.17   10.17 21.236 0.015  0.635 0.020
1263 1068.94 1112.72 21.237 0.012  0.691 0.018
1264  890.89  383.10 21.240 0.012  0.710 0.018
1265    2.37  697.97 21.242 0.014  0.659 0.020
1266   98.38  877.07 21.244 0.012  0.717 0.018
1267  538.20  614.94 21.245 0.012  0.663 0.018
1268  308.54  579.05 21.246 0.012  0.733 0.018
1269  303.15  601.66 21.247 0.013  0.670 0.020
1270  839.31   99.70 21.249 0.013  1.487 0.025
1271  920.00  246.99 21.250 0.013  0.638 0.018
1272  106.71   53.47 21.250 0.012  0.708 0.018
1273  610.34  283.72 21.252 0.012  0.707 0.018
1274  687.60  337.67 21.254 0.013  0.704 0.019
1275  503.17  102.07 21.255 0.013  0.693 0.019
1276  506.22  115.65 21.255 0.013  0.685 0.018
1277  471.77  956.41 21.255 0.014  0.678 0.020
1278  524.04  569.96 21.260 0.012  0.704 0.021
1279  140.60  160.34 21.263 0.012  0.720 0.018
1280  550.84  368.11 21.265 0.013  0.646 0.021
1281  315.70  910.32 21.269 0.012  0.724 0.018
1282  332.49  548.01 21.271 0.013  0.720 0.019
1283  432.36  296.05 21.272 0.013  0.687 0.018
1284  683.43  544.59 21.273 0.012  0.668 0.018
1285  621.81   45.72 21.276 0.014  0.811 0.020
1286 1355.29  301.83 21.277 0.012  0.701 0.017
1287 1079.72  545.58 21.278 0.013  0.704 0.018
1288 1481.97  259.08 21.280 0.021  0.972 0.032
1289  500.41  468.14 21.282 0.013  0.708 0.020
1290   42.25 1904.28 21.286 0.013  0.727 0.019
1291  596.08  917.09 21.287 0.014  0.654 0.021
1292  214.77   50.73 21.289 0.014  0.759 0.020
1293  497.58  407.27 21.290 0.013  0.743 0.019
1294  397.90  828.49 21.290 0.014  0.766 0.020
1295  369.73  509.55 21.293 0.014  0.755 0.021
1296  334.08 1308.69 21.294 0.012  0.662 0.018
1297  613.13  152.55 21.294 0.012  0.737 0.019
1298  372.27  444.67 21.295 0.012  0.775 0.020
1299  681.87   44.97 21.297 0.014  0.702 0.019
1300  788.58   41.79 21.299 0.013  0.729 0.019
1301  378.31 1592.30 21.304 0.013  0.724 0.018
1302   16.84  107.79 21.305 0.016  0.689 0.023
1303  635.05  607.34 21.306 0.013  0.680 0.018
1304  667.04  223.37 21.307 0.013  0.739 0.020
1305  223.24  790.88 21.308 0.013  0.670 0.019
1306   15.03  681.63 21.309 0.015  0.733 0.021
1307  477.41 1114.19 21.313 0.013  0.710 0.019
1308    4.74 1976.72 21.314 0.018  0.666 0.025
1309  794.92  559.21 21.316 0.013  0.701 0.020
1310 1016.30  384.21 21.318 0.012  0.720 0.019
1311 1245.71  130.28 21.318 0.012  0.732 0.017
1312 1980.79  200.03 21.319 0.012  0.702 0.018
1313   25.05  441.49 21.320 0.015  0.710 0.021
1314   73.36 1722.86 21.320 0.014  0.728 0.019
1315  798.12  441.52 21.321 0.014  0.790 0.021
1316  155.68   97.27 21.324 0.014  0.827 0.020
1317  432.87    8.51 21.328 0.014  0.680 0.021
1318  637.91  295.76 21.329 0.012  0.715 0.019
1319  152.06  446.80 21.331 0.013  0.695 0.021
1320   86.69 1435.53 21.332 0.012  0.736 0.019
1321   88.28  681.70 21.332 0.013  0.707 0.020
1322  277.95  205.86 21.334 0.013  0.701 0.020
1323  181.94 1337.35 21.335 0.013  0.723 0.019
1324 1401.36  255.01 21.335 0.013  0.706 0.020
1325  393.66  428.65 21.336 0.013  0.818 0.022
1326   19.71  470.72 21.337 0.018  0.653 0.024
1327  798.90  180.18 21.341 0.013  0.733 0.020
1328 1110.15 1648.11 21.343 0.014  0.754 0.020
1329  290.07 1406.26 21.344 0.014  0.716 0.020
1330 1422.62  644.89 21.344 0.014  0.703 0.019
1331  206.54  232.42 21.344 0.012  0.686 0.019
1332  817.14  156.15 21.345 0.014  0.720 0.021
1333 1276.26 1328.40 21.347 0.013  0.488 0.017
1334  100.69   93.64 21.347 0.015  0.763 0.021
1335 1030.88  755.18 21.350 0.014  0.729 0.019
1336  231.75  698.57 21.351 0.013  0.693 0.018
1337   30.49  834.29 21.354 0.013  0.679 0.019
1338  456.33  766.76 21.355 0.013  0.710 0.019
1339  925.57 1497.11 21.356 0.013  0.736 0.018
1340 1045.03 1560.01 21.357 0.012  1.553 0.035
1341  238.70 1229.04 21.359 0.013  0.733 0.019
1342  406.36  452.93 21.359 0.014  0.734 0.021
1343  737.84  502.90 21.360 0.015  0.710 0.021
1344   15.23  281.83 21.360 0.017  0.689 0.023
1345  169.11  201.91 21.361 0.013  0.721 0.020
1346 1387.07  182.70 21.361 0.013  0.736 0.021
1347  955.80  897.57 21.362 0.014  0.725 0.020
1348  568.71  337.17 21.371 0.014  0.719 0.021
1349 1135.60  829.26 21.372 0.012  0.673 0.019
1350 1574.58 1404.36 21.372 0.014  0.619 0.019
1351  125.77  561.86 21.372 0.014  0.754 0.021
1352  347.51  597.75 21.373 0.013  0.723 0.019
1353  981.74   35.23 21.376 0.014  0.672 0.021
1354  435.45  166.11 21.376 0.015  0.714 0.023
1355   20.98  191.10 21.378 0.017  0.729 0.026
1356  240.18   90.35 21.379 0.017  0.717 0.026
1357 1333.46 1800.20 21.381 0.015  0.783 0.020
1358  101.68 1238.58 21.385 0.014  0.753 0.021
1359 1095.96  289.05 21.387 0.015  0.864 0.022
1360  488.77  581.98 21.395 0.019  1.195 0.030
1361 1963.11 1128.39 21.396 0.014  0.715 0.020
1362 1485.81  236.79 21.399 0.014  0.764 0.021
1363  120.98  743.75 21.399 0.013  0.671 0.020
1364  846.61  927.02 21.401 0.014  0.650 0.021
1365 1106.56  116.69 21.401 0.014  0.743 0.020
1366 1586.12  654.59 21.402 0.013  0.728 0.021
1367  364.09  496.99 21.402 0.015  0.678 0.022
1368  756.14    7.53 21.403 0.015  0.711 0.021
1369  385.62   99.86 21.403 0.014  0.760 0.021
1370  842.51 1071.45 21.405 0.014  0.765 0.021
1371   14.77  641.72 21.406 0.017  0.659 0.023
1372  692.55  815.50 21.407 0.013  0.684 0.023
1373   90.35  139.44 21.408 0.013  0.754 0.020
1374  704.04  239.64 21.409 0.014  0.753 0.020
1375  227.05 1127.96 21.411 0.014  0.753 0.020
1376 1719.21  991.28 21.412 0.014  0.716 0.021
1377  220.89  365.19 21.413 0.017  0.669 0.023
1378  226.68 1954.33 21.418 0.016  0.768 0.021
1379 1455.79   95.46 21.418 0.014  0.720 0.019
1380 1235.42  797.56 21.421 0.014  0.707 0.021
1381   79.82 1736.47 21.422 0.014  0.750 0.021
1382  327.41   76.22 21.422 0.014  0.711 0.021
1383  721.29  185.99 21.423 0.013  0.689 0.021
1384   83.34   63.21 21.424 0.014  0.728 0.021
1385  518.11  695.08 21.425 0.014  0.710 0.020
1386  913.66  529.96 21.426 0.014  0.716 0.021
1387   64.48  534.68 21.427 0.014  0.834 0.022
1388  183.03  236.68 21.427 0.014  0.713 0.021
1389 1073.43  661.07 21.427 0.015  0.707 0.022
1390  991.92  675.44 21.428 0.015  0.724 0.024
1391  268.35  531.30 21.428 0.014  0.720 0.021
1392 1735.09  688.89 21.429 0.014  0.751 0.021
1393  466.26  926.30 21.430 0.015  0.666 0.020
1394   26.30 1321.93 21.431 0.014  0.769 0.021
1395  394.25  672.96 21.437 0.014  0.821 0.023
1396  279.36  520.86 21.438 0.016  0.882 0.025
1397  227.06   58.21 21.440 0.014  0.698 0.021
1398  269.25  105.08 21.443 0.014  0.753 0.021
1399  427.16   53.21 21.443 0.016  0.748 0.023
1400  671.49 1467.46 21.445 0.014  0.714 0.021
1401 1876.50  286.94 21.446 0.013  0.690 0.019
1402  449.13  924.99 21.452 0.014  0.699 0.021
1403  721.05 1198.97 21.453 0.015  0.634 0.021
1404 1459.02  368.30 21.453 0.017  0.753 0.023
1405   94.05 1007.90 21.454 0.015  0.715 0.020
1406   11.93  665.86 21.454 0.018  0.751 0.026
1407  944.16    6.55 21.454 0.014  0.711 0.021
1408  141.45  620.13 21.454 0.014  0.721 0.023
1409  435.81   45.35 21.454 0.013  0.731 0.020
1410   75.10    5.44 21.455 0.020  0.638 0.029
1411  987.02 1480.88 21.459 0.015  0.717 0.022
1412 1396.61 1142.48 21.461 0.015  0.728 0.021
1413  258.94 1121.87 21.464 0.015  0.720 0.021
1414  299.52 1131.08 21.465 0.015  0.784 0.022
1415  772.84  403.47 21.466 0.014  0.685 0.021
1416  401.60  216.72 21.466 0.015  0.699 0.022
1417  547.04  121.16 21.467 0.014  0.741 0.022
1418  116.66 1512.18 21.467 0.014  0.747 0.020
1419  580.32  128.81 21.468 0.015  0.676 0.021
1420  234.11  640.05 21.470 0.014  0.732 0.022
1421 1534.46  227.01 21.470 0.014  0.754 0.024
1422  161.55  179.95 21.472 0.014  0.762 0.021
1423 1363.67 1053.21 21.475 0.025  1.243 0.043
1424 1019.72 1712.78 21.476 0.013  0.711 0.021
1425  200.83  920.90 21.477 0.015  0.785 0.023
1426  278.00  855.48 21.478 0.014  0.721 0.022
1427  800.24  926.34 21.479 0.016  0.673 0.024
1428 1146.08  369.20 21.480 0.014  0.716 0.021
1429  408.48   46.52 21.483 0.015  0.764 0.022
1430  378.71  439.27 21.484 0.015  0.763 0.023
1431 1074.73  252.45 21.486 0.015  0.771 0.023
1432  514.21  382.74 21.486 0.015  0.695 0.023
1433   85.92  131.51 21.489 0.016  0.747 0.023
1434  702.57  641.24 21.490 0.016  0.716 0.022
1435   32.01  786.49 21.495 0.014  0.736 0.022
1436  356.96   14.44 21.496 0.015  0.724 0.022
1437  885.62   67.82 21.498 0.014  0.777 0.022
1438   88.55  269.37 21.500 0.016  0.844 0.024
1439 1099.85  934.32 21.500 0.016  0.662 0.023
1440 1121.19  449.16 21.500 0.015  0.729 0.022
1441  284.63  508.02 21.501 0.014  0.720 0.022
1442  197.27 1061.16 21.502 0.014  0.733 0.020
1443   53.22  365.45 21.502 0.015  0.809 0.023
1444  713.63   83.72 21.503 0.015  0.722 0.021
1445  446.80  491.55 21.503 0.017  0.811 0.024
1446   75.47   24.09 21.507 0.022  0.690 0.032
1447  292.04   41.23 21.507 0.016  0.772 0.025
1448  885.14 1772.49 21.511 0.016  0.808 0.023
1449  207.19  265.82 21.513 0.014  0.807 0.023
1450  304.23 1508.75 21.513 0.014  0.759 0.021
1451  904.90  588.97 21.515 0.018  0.765 0.024
1452  183.74  692.55 21.515 0.015  0.782 0.022
1453 1089.13  106.68 21.516 0.016  0.942 0.026
1454  418.83 1806.76 21.516 0.013  0.785 0.019
1455  213.36  461.27 21.517 0.015  0.763 0.022
1456  935.30  303.95 21.517 0.015  0.730 0.024
1457 1221.18  158.95 21.520 0.014  0.775 0.021
1458  211.48  417.89 21.520 0.016  0.747 0.024
1459  244.13 1195.72 21.521 0.016  0.771 0.023
1460  213.27  423.91 21.523 0.016  0.782 0.026
1461  304.73  159.13 21.524 0.015  0.793 0.024
1462 1569.19 1773.94 21.525 0.016  0.747 0.022
1463  914.22  701.41 21.527 0.014  0.514 0.023
1464  981.61  988.53 21.527 0.016  0.708 0.024
1465  453.07  188.17 21.528 0.015  0.766 0.023
1466  521.34  145.52 21.529 0.016  0.859 0.024
1467  479.02  437.08 21.529 0.015  0.773 0.022
1468 1073.95  225.37 21.531 0.015  0.712 0.022
1469  502.14  885.25 21.531 0.015  0.730 0.023
1470    2.63   72.53 21.535 0.020  0.677 0.028
1471  301.33  468.46 21.538 0.023  0.623 0.031
1472  572.36  418.06 21.541 0.015  0.730 0.026
1473  422.19   17.56 21.544 0.016  0.850 0.025
1474 1436.78  139.60 21.545 0.017  0.766 0.024
1475 1184.72   51.60 21.545 0.015  0.762 0.022
1476  559.11  182.33 21.547 0.015  0.764 0.023
1477 1589.41 1071.33 21.548 0.016  0.734 0.023
1478  264.17  781.38 21.549 0.016  0.816 0.025
1479 1854.28  276.10 21.550 0.015  0.760 0.022
1480  806.76  204.90 21.550 0.016  0.741 0.023
1481  202.21  238.54 21.551 0.016  0.707 0.022
1482  131.13  100.71 21.551 0.016  0.795 0.023
1483 1704.78  371.33 21.552 0.015  0.769 0.023
1484  175.21  864.24 21.554 0.015  0.818 0.023
1485  879.38  568.57 21.554 0.018  0.750 0.026
1486  546.87  971.41 21.557 0.016  0.722 0.024
1487  865.36 1025.23 21.557 0.017  0.729 0.025
1488  188.69  785.92 21.558 0.016  0.771 0.023
1489  303.77  198.11 21.560 0.018  0.818 0.026
1490 1623.23 1463.46 21.560 0.015  0.760 0.023
1491   77.10   21.44 21.568 0.024  0.808 0.039
1492 1643.03 1199.15 21.569 0.017  0.775 0.024
1493 1368.19 1482.33 21.571 0.014  0.703 0.024
1494  735.10 1702.44 21.572 0.015  0.792 0.023
1495 1601.92  842.12 21.572 0.015  0.825 0.024
1496   96.54 1028.39 21.573 0.016  0.754 0.023
1497  279.60  839.33 21.574 0.016  1.086 0.028
1498  406.85 1088.62 21.574 0.017  0.856 0.027
1499   64.53 1242.36 21.574 0.022  0.594 0.038
1500 1624.69  838.58 21.575 0.020  0.653 0.027
1501 1505.59  955.73 21.577 0.015  0.720 0.024
1502  380.78 1769.07 21.578 0.016  0.799 0.022
1503  770.29 1418.30 21.579 0.017  0.739 0.023
1504  247.04 1727.19 21.580 0.015  0.818 0.022
1505  844.43  223.20 21.580 0.016  0.788 0.024
1506  351.33  413.91 21.582 0.016  0.795 0.024
1507  603.03  104.54 21.582 0.017  0.864 0.025
1508  816.22  553.36 21.584 0.016  0.738 0.022
1509  649.93  881.64 21.586 0.016  0.767 0.028
1510  893.75  303.81 21.586 0.015  0.807 0.024
1511  566.89  163.27 21.587 0.017  0.756 0.026
1512  840.79  906.36 21.588 0.017  0.809 0.025
1513 1161.03 1211.42 21.588 0.016  0.958 0.028
1514  751.96  338.90 21.589 0.016  0.704 0.023
1515  433.99 1902.29 21.590 0.016  0.532 0.021
1516  588.56 1217.13 21.590 0.015  0.783 0.025
1517  216.48   35.13 21.592 0.019  0.719 0.028
1518  679.37  232.23 21.592 0.015  0.802 0.025
