# ID  X      Y        V        unc_V    B      unc_B  I        unc_I   X_     E
6834 1031.25  563.56  18.866   0.016                  17.961   0.019   0.911   1.950
6835 1732.27  806.17  18.884   0.016  19.569   0.010  17.972   0.019   0.849   0.760
6836 1055.79  181.70  18.884   0.014  19.644   0.009  17.883   0.016   0.801   0.119
6837 1074.13  875.97  18.842   0.016  19.679   0.011  17.885   0.018   0.869   0.711
6838  -20.36 1477.75  18.953   0.031  19.548   0.018                   0.811   0.021
6839  780.92 1396.44  18.862   0.014  19.559   0.009  18.009   0.018   0.825   0.276
6840 1629.54 1321.64  18.873   0.015  19.579   0.010  17.974   0.020   0.837  -0.538
6841 1941.01  568.77  18.902   0.017  19.510   0.010  18.033   0.021   0.836  -0.515
6842 1857.08  914.48  18.897   0.017  19.580   0.010  17.946   0.012   0.842   0.298
6843  821.69  876.27  18.875   0.015  19.672   0.010  17.860   0.018   0.879   1.305
6844 2152.79 1666.77  18.904   0.029  19.572   0.018  17.958   0.036   0.882   1.146
6845  970.98 1883.16  19.536   0.025                  17.484   0.012   0.822   0.121
6846  880.47  729.75  18.880   0.017  19.654   0.011  17.879   0.018   0.905   1.586
6847  509.95  481.84  18.843   0.014  19.635   0.009  17.942   0.017   0.842   0.288
6848 1046.24 1796.02  18.881   0.014  19.564   0.009  17.987   0.018   0.819  -0.120
6849 1105.69  393.23  18.922   0.015  19.539   0.009  17.973   0.017   0.826  -0.492
6850  765.75  827.49  18.854   0.015  19.699   0.010  17.856   0.017   0.862   0.157
6851  942.29  225.15  18.891   0.014  19.593   0.009  17.942   0.017   0.820  -0.280
6852 1948.62  281.35  18.803   0.017  19.595   0.011  18.042   0.022   0.869   0.250
6853 2155.82  818.17  18.919   0.031  19.527   0.018  18.036   0.038   0.858   0.060
6854 1003.67  609.05  18.896   0.016  19.655   0.012  17.872   0.017   0.883   0.558
6855  720.86 1478.95  18.900   0.014  19.564   0.009  17.973   0.018   0.814  -0.079
6856 1227.38 1442.33  18.903   0.015  19.625   0.010  17.898   0.017   0.832   0.383
6857  631.09 1260.25  18.877   0.013  19.551   0.009  18.017   0.018   0.819  -0.260
6858 1118.20 1026.77  18.901   0.080  19.608   0.010  17.904   0.054   0.845   0.260
6859 1649.91  734.50  18.904   0.016  19.502   0.009  18.054   0.020   0.829  -0.335
6860 1005.95 1107.45  18.995   0.015  19.419   0.009  18.054   0.019   0.838  -0.271
6861 1979.68  798.04  18.883   0.017  19.558   0.011  18.003   0.020   0.837  -0.367
6862 1351.24  464.49  18.912   0.016  19.569   0.010  17.958   0.018   0.846  -0.133
6863  835.77  825.57  18.924   0.016  19.542   0.010  17.979   0.019   0.887   1.012
6864 1010.47  401.73  18.889   0.014  19.565   0.009  17.989   0.018   0.828  -0.301
6865  753.30  837.20  18.911   0.015  19.568   0.010  17.961   0.018   0.853   0.237
6866   95.79 1261.65  18.883   0.018  19.634   0.012  17.910   0.021   0.817  -0.313
6867 1034.73  839.27  18.918   0.016  19.586   0.010  17.933   0.018   0.862   0.254
6868  507.85 1492.45  18.899   0.014  19.543   0.009  18.006   0.018   0.821  -0.217
6869  986.24  879.26  18.960   0.017  19.540   0.011                   0.949   2.911
6870  769.70 1036.04  18.918   0.016  19.667   0.011  17.845   0.017   0.886   1.593
6871 1128.61  336.83  18.894   0.014  19.565   0.009  17.990   0.018   0.824  -0.489
6872 1631.74 1819.78  18.961   0.017  19.557   0.010  17.931   0.019   0.837  -0.191
6873 1424.07  710.02  18.904   0.017  19.594   0.012  17.945   0.020   0.913   1.405
6874 1309.56  595.23  18.924   0.015  19.545   0.009  17.984   0.018   0.827  -0.312
6875  781.95  288.72  18.916   0.014  19.589   0.009  17.939   0.016   0.816  -0.358
6876 1295.79 1316.60  18.880   0.015  19.967   0.013  17.596   0.013   0.833  -0.565
6877  687.00  493.01  18.909   0.014  19.597   0.009  17.939   0.016   0.816  -0.532
6878 1310.37  708.73  18.950   0.018  19.664   0.014  17.825   0.018   0.920   0.702
6879 1231.32  499.40  18.907   0.015  19.500   0.009  18.064   0.019   0.828  -0.305
6880 1233.16 1672.47  18.916   0.015  19.599   0.009  17.931   0.018   0.828   0.201
6881 2078.98  573.96  18.897   0.029  19.562   0.017  18.017   0.035   0.859  -0.447
6882 1385.95  997.59  18.903   0.007  19.596   0.018  17.941   0.044   0.852  -0.308
6883  978.73  638.97  18.911   0.016  19.572   0.010  17.970   0.018   0.829   0.069
6884 1592.13 1194.04  18.916   0.015  19.637   0.010  17.886   0.018   0.834  -0.305
6885  937.29  923.21  18.932   0.005  19.527   0.012  18.024   0.038   0.860   0.466
6886 1513.51  405.56  18.882   0.015  19.572   0.009  18.004   0.019   0.833  -0.676
6887 1135.09 1813.88  18.906   0.015  19.567   0.009  17.984   0.019   0.844   0.446
6888 1235.54  147.24  18.892   0.014  19.579   0.009  17.984   0.018   0.826  -0.635
6889 1141.06 1029.05  18.909   0.015  19.600   0.010  17.940   0.018   0.844   0.537
6890  494.57  675.31  18.888   0.014  19.609   0.009  17.952   0.017   0.823   0.448
6891 1238.78  830.37  18.833   0.019  19.659   0.014                   1.045   3.948
6892 1356.65 1403.88  18.902   0.016  19.602   0.011  17.947   0.019   0.909   1.715
6893 1181.39  694.89  18.910   0.016  19.533   0.010  18.024   0.019   0.857  -0.792
6894 1278.49  568.53  18.943   0.016  19.580   0.010  17.931   0.018   0.840  -0.337
6895  530.23 1094.36  18.880   0.014  19.618   0.010  17.953   0.018   0.852   0.813
6896 1814.03  598.96  18.920   0.016  19.520   0.010  18.035   0.021   0.834  -0.410
6897 1492.24  761.11  18.864   0.016  19.695   0.011  17.881   0.017   0.845   0.212
6898  930.59  657.12  18.916   0.015  19.812   0.012  17.710   0.015   0.873   0.481
6899 1290.50  906.26  18.902   0.007  19.588   0.037  17.954   0.021   0.869   0.178
6900 1224.18  626.63  18.900   0.015  19.643   0.011  17.904   0.018   0.859   0.847
6901  854.59  701.90  18.908   0.016  19.667   0.011  17.871   0.017   0.839  -0.514
6902 1259.02  869.75  18.851   0.016  19.598   0.010  18.015   0.020   0.879   1.005
6903  835.28  421.79  18.906   0.029  19.580   0.020  17.984   0.033   0.917  -2.268
6904  710.18 1111.25  18.895   0.014  19.554   0.009  18.025   0.019   0.821  -0.257
6905  189.35  430.93  18.880   0.014  19.624   0.010  17.955   0.018   0.810  -0.272
6906 1406.29 1180.65  18.901   0.015  19.599   0.010  17.963   0.018   0.834  -0.112
6907 1356.44  603.64  18.772   0.017  19.726   0.014                   1.023   2.005
6908  628.44   41.83  18.895   0.014  19.628   0.009  17.936   0.017   0.825   0.251
6909  192.52 1107.61  18.911   0.017  19.570   0.010  17.992   0.021   0.903   1.882
6910 1553.53 1147.70  18.897   0.016  19.661   0.011  17.896   0.018   0.831   0.027
6911   77.56  184.64  19.029   0.020  20.559   0.025  17.196   0.011   0.814  -0.335
6912 1021.24  471.47  18.912   0.015  19.617   0.010  17.933   0.017   0.854   0.228
6913 1163.41  804.70  18.939   0.017  19.416   0.010  18.177   0.023   0.882  -1.398
6914 1029.62    5.55  18.884   0.015  19.644   0.010  17.931   0.018   0.827  -0.314
6915 1780.97 1071.71  18.908   0.017  19.586   0.010  17.977   0.020   0.825  -0.369
6916  878.86 1160.74  18.911   0.014  19.566   0.009  17.997   0.018   0.828  -0.515
6917 1459.57  481.85  18.921   0.015  19.557   0.009  17.998   0.018   0.823  -0.388
6918  646.94 1564.77  18.883   0.014  19.583   0.009  18.011   0.019   0.827   0.274
6919 1404.24 1314.43  18.902   0.014  19.642   0.010  17.918   0.017   0.817  -0.594
6920  396.78 1564.19  18.917   0.014  19.535   0.009  18.034   0.019   0.813  -0.265
6921 1292.19  714.56  18.915   0.016  19.649   0.011  17.897   0.018   0.872   0.829
6922 1244.98  977.65  18.922   0.006  19.604   0.010  17.938   0.019   0.975   2.068
6923 1218.71  885.37  18.963   0.017  19.695   0.063  17.873   0.018   0.877   0.072
6924  415.73 1169.76  18.924   0.014  19.561   0.009  17.994   0.017   0.811  -0.342
6925 1449.02  733.09  18.916   0.016  19.530   0.010  18.046   0.020   0.847  -0.294
6926 1799.21  842.82  18.907   0.016  19.550   0.010  18.033   0.021   0.836  -0.372
6927  614.95  970.02  18.874   0.057  19.590   0.004  17.999   0.022   0.835   0.208
6928 1733.34 1703.16  18.908   0.016  19.577   0.010  17.998   0.020   0.831  -0.046
6929  782.28  152.70  18.900   0.014  19.633   0.009  17.938   0.017   0.835   0.562
6930  817.47  316.53  18.862   0.016  19.670   0.010  17.934   0.018   0.914   1.792
6931 2121.72 1646.38  18.913   0.029  19.572   0.017  18.020   0.036   0.844   0.309
6932 1192.60  885.97  18.896   0.018  19.610   0.013  17.971   0.020   0.879   0.190
6933 1845.28  356.70  18.901   0.016  19.597   0.010  17.983   0.020   0.836   0.098
6934  568.84 1069.86  18.914   0.014  19.586   0.009  17.981   0.017   0.813  -0.402
6935  744.29  661.87  18.899   0.015  19.575   0.010  18.011   0.018   0.823  -0.619
6936  943.86  453.07  18.913   0.015  19.782   0.011  17.767   0.015   0.842   0.191
6937 1740.83 1276.36  18.938   0.017  19.603   0.010  17.939   0.018   0.825  -0.330
6938  990.49  665.50  18.881   0.016  19.558   0.010  18.059   0.020   0.882   0.309
6939 1083.48  700.56  18.791   0.016  19.721   0.013                   0.859  -0.444
6940  763.63  162.81  18.917   0.014  19.617   0.009  17.947   0.017   0.824   0.745
6941 1096.51  728.17  18.919   0.016  19.542   0.011  18.039   0.020   0.865   0.050
6942 1181.15 1148.72  18.916   0.015  19.562   0.009  18.017   0.018   0.825  -0.521
6943 1400.53  933.16  18.944   0.028  19.609   0.022  17.938   0.023   0.839  -0.653
6944 1287.25 1286.96  18.909   0.015  19.635   0.010  17.939   0.018   0.848   0.846
6945 1319.11  368.37  18.973   0.016  19.698   0.010  17.805   0.016   0.856   0.674
6946 1410.82   89.00  18.899   0.015  19.631   0.009  17.956   0.017   0.818  -0.262
6947 1113.44  604.83  18.889   0.016  19.626   0.011  17.973   0.019   0.894   0.138
6948  921.52  551.20  18.942   0.015  19.639   0.010  17.903   0.017   0.828  -0.056
6949  968.15   93.53  18.908   0.014  19.612   0.009  17.971   0.017   0.817  -0.190
6950 1009.32  952.49  18.946   0.023  19.674   0.059  17.794   0.060   0.954   2.267
6951 1272.17 1147.03  18.952   0.015  19.635   0.010  17.898   0.017   0.845   0.170
6952 1129.48  887.07  18.978   0.036  19.536   0.001  18.124   0.046   0.908  -0.968
6953 1091.63 1719.37  18.909   0.015  19.622   0.009  17.959   0.018   0.830   0.270
6954  954.85  342.32  18.987   0.015  19.679   0.010  17.811   0.017   0.858  -0.195
6955 1435.30  301.05  18.919   0.015  19.642   0.010  17.926   0.017   0.823  -0.043
6956  981.97  583.91  18.904   0.015  19.557   0.010  18.046   0.019   0.847  -0.087
6957  541.83 1521.67  18.901   0.014  19.534   0.009  18.081   0.019   0.812  -0.138
6958  190.63 1404.27  18.928   0.016  19.553   0.010  18.028   0.020   0.813  -0.151
6959 1040.32  635.83  18.884   0.015  19.594   0.011  18.024   0.019   0.851   0.491
6960 1551.21 1386.67  18.902   0.016  19.670   0.010  17.912   0.018   0.834   0.302
6961 1850.52 1081.34  18.981   0.021  19.614   0.012  17.899   0.022   0.859  -0.159
6962 1531.70  297.60  18.922   0.016  19.695   0.010  17.867   0.016   0.824  -0.243
6963  936.71  939.77  18.915   0.009  19.612   0.003  17.977   0.059   0.872  -0.569
6964  473.97 1089.32  18.890   0.014  19.565   0.009  18.057   0.019   0.816  -0.452
6965 1013.17  621.56  18.899   0.016  19.584   0.011  18.021   0.019   0.852  -0.702
6966 1407.75  847.96  18.914   0.016  19.616   0.011                   0.838  -0.064
6967 1282.99  640.93  18.916   0.018  19.615   0.012                   0.942   1.199
6968 1859.77   52.21  18.870   0.017  19.853   0.014  17.750   0.018   0.900   1.319
6969 1977.08 1144.12  18.884   0.018  19.634   0.012  17.978   0.022   0.862  -0.510
6970   -3.21 1300.57  18.895   0.024  19.626   0.016  17.977   0.032   0.821   0.024
6971  708.56 1009.60  18.936   0.008  19.534   0.017  18.069   0.037   0.826  -0.948
6972 1058.53 1797.34  18.912   0.014  19.589   0.009  18.005   0.019   0.826   0.128
6973  377.89 1013.65  18.905   0.014  19.808   0.011  17.769   0.015   0.815   0.252
6974 1085.69  593.04  18.949   0.016  19.593   0.010  17.961   0.019   0.881   1.586
6975 1175.68  399.75  18.948   0.016  19.617   0.011  17.933   0.019   0.905   2.359
6976 1327.39 1374.88  18.935   0.015  19.676   0.010  17.882   0.016   0.820   0.228
6977  456.32 1083.63  18.889   0.014  19.586   0.009  18.037   0.018   0.814  -0.401
6978 1221.35 1815.70  18.925   0.014  19.583   0.009  18.001   0.018   0.812  -0.007
6979  936.98  348.35  18.912   0.014  19.694   0.010  17.886   0.016   0.833   0.081
6980 1110.27 1358.51  18.907   0.014  19.621   0.009  17.975   0.017   0.819  -0.460
6981 1521.03  508.63  18.942   0.016  19.622   0.010  17.938   0.018   0.851   0.829
6982  995.31 1058.30  18.893   0.014  19.608   0.009  18.008   0.018   0.831   0.148
6983 1844.07 1423.46  18.923   0.017  19.579   0.010  18.014   0.021   0.833   0.009
6984 1062.26  243.58  18.917   0.015  19.680   0.010  17.899   0.016   0.829   0.356
6985 1333.78 1474.73  18.918   0.015  19.589   0.009  18.006   0.019   0.827  -0.342
6986 1980.18 1050.25  18.903   0.019  19.643   0.012  17.954   0.022   0.880   0.321
6987 1962.58 1364.34  18.922   0.017  19.658   0.011  17.916   0.020   0.831   0.115
6988 1273.44 1222.63  18.951   0.016  19.611   0.010  17.945   0.018   0.839  -0.713
6989 1385.93 1386.65  18.951   0.015  19.675   0.010  17.871   0.017   0.831   0.366
6990  262.10  333.28  18.891   0.014  19.634   0.009  17.983   0.018   0.821   0.340
6991 1115.55 1404.84  18.917   0.014  19.582   0.009  18.020   0.018   0.820  -0.484
6992 1744.09 1732.91  18.937   0.016  19.588   0.010  17.993   0.020   0.820  -0.190
6993 1572.91 1338.61  18.905   0.016  19.778   0.012  17.804   0.018   0.882   1.600
6994  294.92  649.76  18.900   0.015  19.606   0.010  18.011   0.019   0.824  -0.151
6995 1512.23  251.79  18.937   0.016  19.633   0.010  17.939   0.017   0.816  -0.035
6996 1363.83 1110.34  18.924   0.016  19.705   0.011  17.872   0.017   0.850   0.721
6997  992.58 1607.68  18.921   0.014  19.593   0.009  18.006   0.018   0.814   0.056
6998 1306.14 1466.76  18.923   0.015  19.592   0.009  18.010   0.019   0.820  -0.434
6999 1627.28 1379.51  18.901   0.015  19.652   0.010  17.961   0.019   0.830  -0.211
7000 1705.78  771.59  18.991   0.018  19.588   0.010  17.947   0.018   0.830  -0.488
7001 1491.07  556.02  18.917   0.016  19.689   0.011  17.901   0.018   0.856   0.511
7002 1495.43  324.36  18.912   0.016  19.645   0.010  17.960   0.017   0.824  -0.111
7003 1199.83  241.27  18.927   0.015  19.614   0.010  17.983   0.018   0.854   0.746
7004  732.15  930.03  18.931   0.007  19.573   0.003  18.024   0.011   0.822  -0.271
7005 1707.09  138.55  18.945   0.016  19.630   0.010  17.947   0.018   0.824   0.290
7006 1519.95  836.66  18.931   0.016  19.588   0.010  18.015   0.020   0.855   1.015
7007 1874.83  679.98  18.927   0.017  19.598   0.010  18.007   0.020   0.831  -0.178
7008  293.40 1716.21  18.937   0.016  19.599   0.010  17.995   0.019   0.829   0.619
7009 2009.86  552.18  18.938   0.021  19.566   0.013  18.042   0.024   0.868   0.576
7010 1325.95  534.59  18.951   0.017  19.612   0.011  17.965   0.019   0.882   0.531
7011  298.76  186.10  18.934   0.014  19.674   0.010  17.911   0.016   0.816  -0.171
7012   82.22   37.40  18.906   0.018  19.743   0.013  17.856   0.020   0.814   0.143
7013  486.52  736.39  18.933   0.015  19.596   0.009  18.006   0.018   0.812  -0.421
7014 1064.13  630.42  18.955   0.018  19.536   0.011  18.065   0.022   0.867  -1.396
7015  711.40  788.36  18.898   0.015  19.594   0.010  18.049   0.019   0.888   1.313
7016  380.23  542.33  18.919   0.015  19.713   0.010  17.885   0.017   0.842   0.887
7017  907.08  450.21  18.911   0.015  19.715   0.010  17.894   0.016   0.851   0.285
7018 1337.49 1141.84  18.934   0.015  19.751   0.011  17.832   0.016   0.827   0.185
7019 2088.96 1353.15  18.932   0.029  19.651   0.018  17.936   0.033   0.833  -0.059
7020  982.00 1722.17  18.925   0.015  19.613   0.009  17.998   0.018   0.821  -0.025
7021  726.95 1423.04  18.905   0.014  20.208   0.015  17.467   0.011   0.817  -0.083
7022  726.35  660.75  18.868   0.014  19.699   0.010  17.958   0.017   0.839   0.361
7023 1176.97  220.14  18.914   0.015  19.872   0.012  17.730   0.015   0.848   0.715
7024  691.17  154.46  18.927   0.015  19.617   0.010  17.992   0.018   0.892   1.421
7025  894.44  505.75  18.946   0.016  19.642   0.011  17.942   0.019   0.887   1.027
7026 1159.61 1781.86  18.908   0.014  19.624   0.010  18.008   0.018   0.822   0.201
7027 1229.48  543.24  18.815   0.016  19.683   0.011  18.039   0.020   0.883   0.630
7028  733.50  867.09  18.928   0.015  19.573   0.010  18.051   0.019   0.826  -0.502
7029  136.07 1456.79  18.943   0.020  19.581   0.013  18.031   0.024   0.833   0.440
7030 1486.99  713.49  18.963   0.018  19.581   0.011  18.006   0.020   0.853  -0.789
7031 1581.09  797.37  18.948   0.016  19.617   0.010  17.977   0.019   0.835   0.022
7032 1101.67  615.56  18.944   0.015  19.567   0.010  18.043   0.019   0.834   0.108
7033 1420.32  581.22  18.967   0.017  19.579   0.010  18.007   0.019   0.862   0.791
7034 1005.78  936.72  18.915   0.015  19.708   0.053  17.968   0.019   0.860  -0.268
7035 1487.62   29.42  18.937   0.016  19.639   0.010  17.967   0.018   0.838   0.468
7036 1064.55   88.59  18.894   0.015  19.729   0.011  17.907   0.018   0.893   1.747
7037  667.60  905.86  18.955   0.003  19.591   0.002  17.999   0.002   0.829  -0.164
7038  597.97  359.64  18.947   0.015  19.661   0.010  17.932   0.017   0.838   0.701
7039  561.45 1619.07  18.915   0.014  19.644   0.010  17.987   0.018   0.814   0.054
7040 1293.17   83.66  18.950   0.015  19.615   0.010  17.984   0.018   0.836   0.162
7041  685.99 1124.87  18.940   0.015  19.604   0.009  18.009   0.018   0.823  -0.368
7042 1171.40  176.56  18.956   0.015  19.621   0.009  17.972   0.017   0.816  -0.311
7043  928.40 1396.58  18.894   0.015                  18.022   0.020   0.894   1.212
7044 1521.13  934.19  18.965   0.007  19.583   0.000  18.019   0.030   0.831  -0.429
7045 1791.19  763.36  18.923   0.016  19.599   0.010  18.039   0.020   0.827  -0.454
7046  946.16  822.30  18.898   0.016  19.599   0.011  18.066   0.020   0.857  -0.561
7047 1477.68 1196.22  18.915   0.015  19.852   0.012  17.763   0.016   0.822  -0.071
7048 1748.92  739.86  18.937   0.017  19.646   0.011  17.966   0.019   0.828  -0.077
7049  608.66 1195.56  18.941   0.014  19.512   0.009  18.134   0.020   0.815  -0.406
7050 2170.35  826.99  18.966   0.030  19.613   0.017                   0.827   0.216
7051 2141.43  689.57  18.876   0.027  19.627   0.018  18.081   0.038   0.832  -0.435
7052 1458.91 1296.82  18.896   0.024  19.681   0.018  17.967   0.026   0.864  -0.413
7053 1270.93  659.54  18.963   0.018  19.610   0.012                   0.948   2.754
7054 1036.14  742.65  18.949   0.017  19.618   0.011  17.991   0.020   0.864  -0.507
7055   67.66  405.38  18.912   0.019  19.753   0.014  17.871   0.020   0.840   0.716
7056 2074.39  800.53  18.925   0.029  19.611   0.017  18.039   0.034   0.845  -0.248
7057  370.59 1703.73  18.917   0.015  19.585   0.009  18.072   0.020   0.812  -0.137
7058  149.90   85.37  18.911   0.018  19.802   0.013  17.817   0.019   0.850   1.146
7059 2070.41  208.36  18.977   0.027  19.584   0.016  18.022   0.031   0.830  -0.804
7060 2106.91 1018.05  18.929   0.030  19.650   0.018  17.974   0.037   0.854   0.012
7061  806.67  860.42  18.886   0.015  19.641   0.010  18.039   0.019   0.835  -0.240
7062 1004.16 1138.20  18.872   0.015  19.713   0.010  17.966   0.019   0.861   0.830
7063 1640.01  182.24  18.931   0.016  19.658   0.010  17.969   0.018   0.819  -0.467
7064 2028.52  240.71  18.823   0.023  19.736   0.018                   0.932   2.543
7065  741.91  991.40  18.923   0.026  19.621   0.000  18.035   0.028   0.830  -0.605
7066  710.00 1032.03  18.924   0.014  19.648   0.009  17.990   0.017   0.820  -0.366
7067  588.33 1207.83                  19.606   0.012  18.049   0.031   0.982   2.449
7068 1102.04  743.60  18.987   0.018  19.584   0.011  18.003   0.020   0.870  -0.232
7069  862.55  595.00  18.936   0.018  19.622   0.013  18.009   0.020   0.971   2.448
7070 1296.47 1178.18  18.964   0.016  19.639   0.010  17.960   0.018   0.844   0.248
7071 1513.44 1841.90  18.931   0.016  19.661   0.010  17.968   0.019   0.824  -0.094
7072  805.14  855.90  18.947   0.016  19.676   0.011  17.935   0.018   0.833   0.086
7073  844.41 1167.99  18.944   0.015  19.603   0.010  18.026   0.019   0.850   0.474
7074  762.69  119.54  18.933   0.015  19.652   0.010  17.980   0.018   0.826  -0.415
7075  480.86  971.83  18.934   0.014  19.607   0.008  18.035   0.018   0.808  -0.366
7076 1195.33 1141.25  18.907   0.015  19.659   0.011  18.001   0.018   0.825  -0.764
7077 1281.15 1318.51  18.928   0.014  19.607   0.009  18.043   0.019   0.815  -0.819
7078  208.61 1538.66  18.951   0.015  19.591   0.010  18.038   0.020   0.812  -0.121
7079  350.65  790.19  18.960   0.015  19.597   0.009  18.021   0.019   0.818  -0.420
7080 2018.76 1815.17  18.830   0.019  19.582   0.012  18.250   0.031   0.845   0.314
7081 1184.29  945.98  18.934   0.008  19.555   0.033  18.037   0.006   0.863   0.225
7082 1875.44 1661.41  18.944   0.017  19.617   0.010  18.019   0.021   0.832   0.054
7083  518.30  513.28  18.935   0.014  19.665   0.010  17.972   0.017   0.817   0.052
7084 1373.34 1281.43  18.938   0.015  20.172   0.015  17.502   0.012   0.830  -0.516
7085 2054.70  848.85  18.931   0.025  19.656   0.016  17.987   0.030   0.843   0.100
7086 1967.12 1035.49  18.938   0.019  19.649   0.012  17.990   0.023   0.870   0.381
7087 1189.48  427.16  18.951   0.016  19.604   0.010  18.034   0.019   0.832  -0.617
7088 1298.06  579.53  18.896   0.016  19.744   0.011  17.923   0.019   0.885   0.932
7089 2065.20  879.85  18.976   0.027  19.577   0.016  18.066   0.033   0.852  -0.591
7090 1060.33  829.99  18.945   0.018  19.669   0.012  17.963   0.019   0.877  -0.203
7091 1256.07  573.54  18.946   0.016  19.526   0.009  18.156   0.022   0.844  -1.133
7092 1802.05 1568.45  18.961   0.017  19.622   0.010  18.006   0.020   0.831  -0.019
7093 1182.65 1377.64  18.941   0.015  19.658   0.010  17.983   0.018   0.823   0.348
7094 1986.42  438.59  18.968   0.019  19.562   0.011  18.084   0.023   0.837  -0.539
7095 1447.31  512.31  18.929   0.017  19.678   0.012  17.974   0.020   0.902   0.691
7096  711.76  940.27  18.929   0.028  19.658   0.033  18.000   0.021   0.829   0.216
7097 1299.38 1069.01  18.928   0.016  19.639   0.010  18.025   0.019   0.832  -0.082
7098  995.11  856.28  18.935   0.018  19.558   0.012  18.132   0.024   0.942   0.539
7099 1284.30  856.75  18.891   0.018  19.695   0.013                   0.941   2.329
7100  654.96 1473.18  18.946   0.014  19.587   0.009  18.073   0.019   0.812  -0.647
7101  880.34  808.79                  19.707   0.011  17.925   0.021   0.924   0.767
7102 1256.00 1172.09  18.975   0.016  19.685   0.011  17.925   0.017   0.840   0.296
7103 1398.63  207.26  18.950   0.016  19.700   0.011  17.932   0.018   0.856   0.968
7104 1569.26 1118.00  18.944   0.016  19.709   0.011  17.927   0.019   0.840   0.469
7105  659.94  885.98  18.991   0.016  19.595   0.008  18.080   0.066   0.838  -0.357
7106 1096.54  389.48  18.978   0.015  19.613   0.010  18.008   0.018   0.828  -0.355
7107 1154.71  664.89  19.015   0.019  19.567   0.012  18.032   0.023   0.930   1.754
7108  527.91  885.52  18.980   0.016  19.588   0.010  18.039   0.019   0.836   0.030
7109  930.54  970.58  18.891   0.016                  18.058   0.020   0.885   1.025
7110  972.80  837.80  19.081   0.019  19.937   0.014  17.594   0.014   0.885   1.013
7111  585.84 1034.68  18.985   0.016  19.648   0.011  17.962   0.018   0.824  -0.456
7112 1208.00 1027.54  18.942   0.016  19.701   0.011  17.945   0.018   0.855   0.060
7113 1309.63 1440.50  18.917   0.016  19.729   0.011  17.937   0.019   0.890   1.860
7114 1297.22  148.34  18.928   0.015  19.613   0.009  18.069   0.019   0.816  -0.482
7115  908.77  431.73  18.885   0.016  19.700   0.011  18.008   0.019   0.896   1.789
7116  531.69 1350.78  18.929   0.014  19.665   0.010  18.004   0.018   0.815  -0.117
7117  762.54 1871.37  18.927   0.015  19.639   0.010  18.039   0.019   0.821  -0.028
7118 1146.01 1070.14  18.908   0.016  19.647   0.012  18.053   0.021   0.831  -0.102
7119  571.48  984.88  18.942   0.014  19.571   0.006  18.115   0.019   0.810  -0.631
7120 2029.96  282.03  18.987   0.024  19.595   0.014  18.044   0.028   0.837  -0.336
7121 1998.14  533.64  18.928   0.019  19.598   0.011  18.102   0.024   0.841  -0.485
7122  519.02  479.57  18.940   0.014  19.651   0.009  18.013   0.018   0.813  -0.138
7123 1001.22 1787.44  18.972   0.015  19.634   0.010  17.999   0.018   0.817  -0.288
7124 1444.43  878.31  18.865   0.016  19.806   0.012  17.910   0.019   0.878   0.909
7125 1281.97  512.12  18.937   0.017  19.689   0.011  17.972   0.019   0.899   1.996
7126 1804.34 1397.50  18.959   0.017  19.746   0.011  17.883   0.018   0.829   0.172
7127 1844.51  975.59  18.964   0.006  19.645   0.019  17.993   0.010   0.844  -0.523
7128 1230.64  608.85  18.982   0.019                  17.965   0.022   0.963   2.074
7129 1460.09 1191.07  18.955   0.016  19.646   0.010  18.008   0.019   0.828   0.058
7130  999.84  782.32  18.949   0.016  19.581   0.010  18.101   0.021   0.857  -1.507
7131  994.83 1220.32  18.929   0.015  19.650   0.010  18.033   0.019   0.857   1.081
7132  574.74  931.77  18.956   0.033  19.590   0.003  18.073   0.010   0.831  -0.063
7133 1065.40  878.07  18.967   0.017  19.750   0.012  17.881   0.017   0.847  -0.223
7134 1192.85  661.32  18.957   0.016  19.613   0.010  18.051   0.020   0.856  -0.053
7135  270.53 1037.38  19.027   0.016  19.693   0.010  17.882   0.017   0.836   0.428
7136 1314.57  695.50  18.869   0.017  19.765   0.013  17.962   0.021   0.927   1.580
7137  426.52  256.01  18.946   0.014  19.662   0.009  18.005   0.018   0.818  -0.245
7138  156.81  850.68  18.865   0.018  19.801   0.013  17.922   0.021   0.854   1.115
7139  500.43  175.81  18.958   0.015  19.682   0.010  17.970   0.017   0.813  -0.419
7140 1384.72 1011.29  18.959   0.043  19.623   0.002  18.051   0.020   0.837  -0.667
7141 1201.02  187.43  18.946   0.015  19.645   0.010  18.027   0.018   0.826   0.055
7142  745.11 1697.37  18.948   0.015  19.639   0.010  18.033   0.019   0.825   0.154
7143 1053.11  949.94  18.980   0.022  19.619   0.015  18.026   0.024   0.877  -0.330
7144 1061.95  783.34  18.868   0.016  19.881   0.013  17.842   0.018   0.914   0.526
7145  402.84 1364.54  18.932   0.014  19.608   0.009  18.092   0.019   0.812  -0.307
7146  298.58  147.78  18.962   0.015  19.721   0.010  17.922   0.017   0.814  -0.261
7147 1487.78  631.78  18.957   0.016  19.773   0.012  17.872   0.017   0.846   0.908
7148  390.47  415.45  18.947   0.015  19.700   0.010  17.962   0.018   0.851   1.056
7149  498.51  322.12  18.958   0.015  19.656   0.009  18.004   0.017   0.804  -0.116
