# ID  X      Y        V        unc_V    B      unc_B  I        unc_I   X_     E
8183 1016.50  741.84  19.163   0.021  19.880   0.015  18.196   0.023   0.858  -0.197
8184 1745.40  624.18  19.168   0.020  19.856   0.013  18.222   0.024   0.832  -0.483
8185  316.47 1406.48  19.128   0.017  19.864   0.012  18.259   0.023   0.816  -0.008
8186  727.75  434.44  19.165   0.018  19.884   0.012  18.192   0.020   0.827  -0.059
8187 1102.44  513.42  19.126   0.019  20.109   0.015  17.977   0.020   0.895   1.311
8188 1189.58 1077.33  19.234   0.020  19.841   0.013  18.174   0.022   0.830  -0.282
8189  699.87 1013.81  19.163   0.028  19.842   0.036  18.246   0.043   0.835  -0.284
8190 1070.32 1421.74  19.192   0.018  19.856   0.012  18.199   0.021   0.813  -0.422
8191  931.82  541.42  19.197   0.020  19.950   0.013  18.084   0.020   0.852   0.588
8192  777.19  177.53  19.166   0.017  19.854   0.011  18.231   0.021   0.811  -0.445
8193  272.68 1607.36  19.140   0.018  19.891   0.012  18.213   0.023   0.815   0.008
8194 1107.58  107.10  19.184   0.019  19.918   0.012  18.135   0.020   0.824  -0.126
8195  914.85  227.03  19.165   0.018  19.902   0.012  18.175   0.020   0.815  -0.445
8196  511.36 1603.51  19.154   0.018  19.843   0.012  18.263   0.023   0.817  -0.111
8197 1990.82 1893.88  19.197   0.024  19.823   0.014  18.249   0.027   0.861  -0.072
8198 1070.48  255.78  19.168   0.018  19.919   0.012  18.153   0.020   0.826   0.287
8199  882.51 1317.44  19.146   0.017  19.813   0.012  18.316   0.023   0.820  -0.488
8200 1458.05  570.25  19.213   0.020  19.900   0.013  18.132   0.021   0.834  -0.400
8201 1077.34 1015.08  19.108   0.058  19.889   0.047  18.226   0.007   0.859   0.725
8202 1159.05  982.60  19.138   0.064  19.897   0.039  18.111   0.143   0.846   0.105
8203 1842.20  882.56  19.162   0.020  19.826   0.013  18.286   0.026   0.833  -0.340
8204 1529.78  231.49  19.193   0.019  19.875   0.012  18.184   0.022   0.822  -0.494
8205  711.04  963.39  19.168   0.005  19.867   0.013  18.220   0.021   0.816  -0.603
8206 1370.93  597.92  19.143   0.020  19.891   0.014                   0.870   1.230
8207  768.73  512.43  19.147   0.022  20.081   0.019  18.022   0.020   0.891   0.818
8208 1119.32 1066.76  19.143   0.018  19.818   0.012  18.322   0.024   0.820  -0.993
8209  870.05 1684.91  19.174   0.019  19.874   0.012  18.209   0.022   0.818  -0.222
8210 1810.38  849.23  19.132   0.021  19.883   0.014  18.245   0.025   0.873   1.432
8211 1671.04  302.11  19.137   0.020  19.868   0.012  18.260   0.024   0.829  -0.422
8212 1794.55  919.78  19.163   0.001  19.936   0.013  18.167   0.007   0.835   0.011
8213  465.45 1380.36  19.144   0.017  19.856   0.012  18.268   0.022   0.813  -0.235
8214 1116.64  559.26  19.207   0.020  19.761   0.012  18.331   0.024   0.845  -1.073
8215  782.96 1323.96  19.157   0.018  19.861   0.012  18.252   0.023   0.853   1.421
8216 1180.86  992.89  19.230   0.020  19.890   0.009  18.137   0.021   0.844  -0.112
8217 1423.31 1111.33  19.156   0.019  19.898   0.012  18.204   0.022   0.830  -0.784
8218  677.79 1482.83  19.151   0.017  19.925   0.012  18.177   0.021   0.817   0.302
8219   -1.20  278.64  19.098   0.024  20.076   0.019  18.038   0.028   0.817   1.051
8220 1526.47  304.65  19.177   0.019  19.879   0.012  18.208   0.021   0.813  -0.724
8221 1044.48  965.75  19.196   0.023  19.917   0.013  18.153   0.017   0.864   0.515
8222 1368.90  127.83  19.188   0.019  19.884   0.012  18.193   0.021   0.823  -0.494
8223  342.85   17.55  19.188   0.018  19.926   0.012  18.143   0.020   0.812  -0.149
8224  954.80  289.15  19.187   0.018  19.877   0.012  18.204   0.021   0.827  -0.015
8225 1720.97 1467.88  19.139   0.019  19.991   0.014  18.115   0.022   0.824  -0.185
8226 1375.47  865.14  19.206   0.020  19.806   0.012  18.280   0.024   0.842  -1.415
8227  859.53  491.09  19.144   0.019  19.926   0.013  18.190   0.022   0.880   1.785
8228  624.81  511.68  19.172   0.018  19.838   0.011  18.275   0.023   0.820  -0.971
8229  120.02  173.94  19.151   0.022  19.952   0.015  18.148   0.024   0.808  -0.321
8230  605.53  116.77  19.161   0.017  19.990   0.013  18.103   0.019   0.814  -0.065
8231  -18.26 1313.51  19.226   0.038  19.838   0.027                   0.865   0.872
8232  438.72  821.54  19.190   0.019  19.836   0.012  18.258   0.023   0.822  -0.619
8233  712.53  338.62  19.151   0.019  19.873   0.013  18.253   0.023   0.895   2.230
8234  787.61  594.70  19.180   0.019  19.891   0.013  18.198   0.022   0.850   0.619
8235 1178.46  964.02  19.250   0.065  19.854   0.017  18.267   0.104   0.843  -0.850
8236 1337.54  911.90  19.160   0.009  19.908   0.050  18.226   0.016   0.884   0.707
8237 1319.38 1027.64                  19.969   0.014  18.086   0.029   0.852  -0.459
8238  677.81  124.52  19.179   0.018  19.874   0.011  18.222   0.020   0.809  -0.628
8239  146.10 1525.35  19.136   0.022  19.877   0.015  18.272   0.030   0.810   0.062
8240  713.64  125.62  19.166   0.017  19.896   0.012  18.209   0.021   0.822   0.876
8241  750.59  158.67  19.218   0.018  19.859   0.011  18.201   0.020   0.814  -0.238
8242  543.96  615.18  19.166   0.018  19.876   0.012  18.235   0.021   0.807  -0.367
8243  980.93 1655.51  19.232   0.019  19.834   0.012  18.219   0.021   0.820  -0.668
8244  969.61 1276.45  19.177   0.018  19.816   0.011  18.306   0.023   0.826  -0.866
8245 1908.14  310.29  19.185   0.023  19.869   0.014                   0.861   0.526
8246  984.85  949.25  19.115   0.022  19.929   0.017                   0.965   0.621
8247  533.08  942.73  19.163   0.017  19.847   0.002  18.286   0.022   0.819  -1.154
8248 1001.49 1287.28  19.175   0.018  19.830   0.012  18.293   0.024   0.851   0.255
8249 1898.16 1624.14  19.158   0.021  19.846   0.013  18.295   0.027   0.827  -0.416
8250 1800.33 1708.16  19.168   0.021  19.906   0.013  18.198   0.024   0.834  -0.262
8251 2194.30 1738.21  19.220   0.038  19.839   0.022  18.255   0.047   0.850  -0.210
8252  545.41 1047.94  19.196   0.018  19.842   0.011  18.253   0.022   0.823  -0.307
8253  568.68  247.73  19.194   0.021  19.952   0.015  18.120   0.022   0.840  -0.452
8254  -13.72  925.32  19.169   0.030  19.884   0.020                   0.846  -0.373
8255 2196.07  969.56  19.133   0.042  19.907   0.028                   0.921  -0.553
8256  904.20  901.72  19.207   0.023  19.868   0.042  18.197   0.028   0.848  -0.664
8257 1356.18 1214.48  19.170   0.019  19.910   0.013  18.195   0.022   0.846  -0.053
8258 2030.72  496.59  19.141   0.027  19.886   0.017  18.260   0.033   0.835  -0.390
8259  739.82  810.71  19.140   0.018  19.928   0.013  18.208   0.021   0.829  -0.220
8260  551.21  664.32  19.179   0.018  19.908   0.012  18.190   0.021   0.820  -0.283
8261  633.31  868.17  19.180   0.019  19.854   0.012  18.259   0.023   0.848   0.888
8262 1024.97  194.40  19.179   0.018  19.884   0.012  18.221   0.021   0.840   0.869
8263  680.79  735.82  19.204   0.019  19.870   0.012  18.212   0.022   0.818  -0.193
8264 1079.30 1758.97  19.146   0.018  19.946   0.012  18.179   0.021   0.816   0.342
8265 1391.88  295.94  19.227   0.020  19.945   0.013  18.105   0.019   0.812  -0.398
8266  588.15 1656.46  19.134   0.017  19.838   0.011  18.342   0.024   0.808  -0.423
8267 1955.97 1303.97  19.209   0.023  19.871   0.013  18.209   0.026   0.843  -0.422
8268 1054.75  997.86  19.158   0.004  19.779   0.054  18.311   0.030   0.896   0.832
8269  879.96  376.01  19.152   0.018  19.951   0.012  18.172   0.020   0.826   0.342
8270 1580.18  596.68  19.169   0.020  19.964   0.014  18.137   0.022   0.880   2.061
8271 1256.65  379.21  19.238   0.020  19.889   0.013  18.160   0.021   0.860   1.384
8272  631.70 1078.73  19.155   0.018  19.912   0.012  18.217   0.023   0.855   0.842
8273 1913.99 1642.58  19.125   0.021  20.165   0.017  17.977   0.020   0.830  -0.346
8274 1021.98  404.73  19.217   0.019  19.917   0.012  18.151   0.020   0.828   0.408
8275  993.37 1127.30  19.207   0.019  19.854   0.012  18.239   0.022   0.850   1.145
8276  878.52  640.28  19.216   0.020  19.909   0.013  18.162   0.021   0.860   0.979
8277 1252.95  702.92  19.217   0.021  19.776   0.013  18.342   0.026   0.864  -0.222
8278 1447.89  714.93  19.127   0.019  19.885   0.013  18.291   0.024   0.849   0.846
8279  662.40  613.20  19.154   0.018  19.927   0.013  18.206   0.022   0.823  -0.378
8280 1450.53  692.01  19.154   0.020  19.884   0.013  18.262   0.024   0.852   0.523
8281 1326.54  323.16  19.173   0.020  19.913   0.014  18.205   0.023   0.838  -0.840
8282  636.86  829.79  19.202   0.019  19.810   0.012  18.312   0.024   0.850   0.504
8283  595.12  904.56  19.174   0.021  19.868   0.015  18.265   0.026   0.823   0.489
8284  872.29  714.04  19.196   0.019  19.951   0.013  18.137   0.021   0.853   1.327
8285 1647.28  747.34  19.154   0.020  19.935   0.013  18.199   0.023   0.841   0.456
8286 1737.40  770.76  19.175   0.020  19.934   0.014  18.179   0.023   0.841   0.645
8287 1157.69 1629.32  19.190   0.018  19.875   0.012  18.238   0.022   0.814  -0.189
8288    9.82  286.35  19.150   0.025  19.964   0.018  18.156   0.031   0.868   1.981
8289  968.89  500.58  19.287   0.030  19.907   0.021  18.107   0.029   0.940  -3.127
8290 1459.70 1062.20  19.128   0.018  19.914   0.013  18.261   0.023   0.826  -0.340
8291 1128.62 1594.86  19.174   0.018  19.930   0.013  18.190   0.021   0.818   0.623
8292  951.98  498.00  19.200   0.020  19.871   0.014                   0.931   2.611
8293 1122.91  306.62  19.191   0.019  19.852   0.011  18.271   0.022   0.816  -0.086
8294  559.05 1119.63  19.187   0.018  19.920   0.013  18.189   0.021   0.852   1.358
8295 1596.96   68.81  19.185   0.020  19.900   0.012  18.215   0.023   0.825  -0.306
8296  277.21  900.14  19.165   0.023  19.868   0.016  18.286   0.029   0.824  -0.434
8297 1518.28 1228.98  19.158   0.020  19.979   0.013  18.149   0.021   0.824   0.343
8298 1404.07 1250.84  19.159   0.020  19.959   0.013  18.171   0.022   0.840   0.595
8299  913.28 1410.61  19.209   0.019  19.879   0.012  18.219   0.022   0.840   0.330
8300 1364.21   -5.42  19.209   0.026  19.914   0.016  18.170   0.029   0.826  -0.764
8301  789.83  606.14  19.219   0.019  19.823   0.012  18.284   0.023   0.851  -0.183
8302 1724.92 1379.24  19.194   0.021  19.974   0.014  18.116   0.023   0.854   1.037
8303  702.56 1275.91  19.178   0.018  19.799   0.011  18.373   0.025   0.832  -1.481
8304 1410.18 1449.89  19.210   0.020  19.898   0.013  18.198   0.022   0.836   0.272
8305   53.71 1012.28  19.177   0.022  19.892   0.015  18.241   0.028   0.803  -0.544
8306 1306.25 1717.56  19.181   0.018  19.931   0.013  18.188   0.022   0.825   0.004
8307 1073.29  859.33  19.258   0.023  19.732   0.014  18.392   0.029   0.882  -1.480
8308  929.54  856.56  19.198   0.021  19.879   0.014                   0.926   2.137
8309 1320.89  143.92  19.158   0.018  19.931   0.012  18.216   0.022   0.816  -0.254
8310 1463.27  894.71  19.219   0.007  19.940   0.012  18.162   0.004   0.831  -0.063
8311  652.93 1241.99  19.195   0.018  19.915   0.012  18.198   0.021   0.819  -0.183
8312 1098.56  -19.01  19.195   0.042  19.898   0.025  18.214   0.048   0.846  -0.468
8313  441.08  645.03  19.182   0.018  19.881   0.012  18.257   0.022   0.818  -0.463
8314 1096.40   -2.84  19.200   0.024  19.930   0.016  18.171   0.027   0.832   0.235
8315 1385.60  913.26  19.167   0.023  19.889   0.011  18.265   0.027   0.835  -0.265
8316 1441.38  198.07  19.168   0.020  19.926   0.014  18.215   0.023   0.872   0.942
8317  798.06  826.06  19.175   0.019  20.027   0.014  18.088   0.021   0.851   0.888
8318  194.84  885.47  19.108   0.038  19.961   0.027  18.211   0.051   0.818  -0.248
8319 1263.78  215.28  19.191   0.019  19.908   0.012  18.215   0.021   0.818  -0.641
8320 1152.34 1229.60  19.197   0.018  19.836   0.012  18.305   0.024   0.829  -0.345
8321 1268.32  452.33  19.180   0.019  19.928   0.013  18.203   0.021   0.828  -0.502
8322 1198.04   86.35  19.170   0.018  19.895   0.012  18.256   0.022   0.821  -0.591
8323 1531.75   50.98  19.064   0.019  20.233   0.016  17.988   0.020   0.873   1.177
8324 1219.85 1088.92  19.190   0.019  19.994   0.013  18.117   0.020   0.833  -0.316
8325 1142.81 1188.30  19.217   0.019  19.826   0.012  18.299   0.024   0.819  -1.149
8326  232.32  933.43  19.192   0.018  19.936   0.012  18.182   0.021   0.811   0.466
8327  -13.86  927.67  19.119   0.034  19.922   0.023  18.284   0.048   0.830  -0.808
8328 1542.48  465.17  19.190   0.020  19.872   0.012  18.267   0.023   0.824   0.059
8329 1315.21  331.71  19.186   0.019  19.894   0.012  18.242   0.022   0.843   0.483
8330 1730.51  882.18  19.195   0.021  19.851   0.014  18.292   0.026   0.870   0.910
8331 1048.95  781.46  19.249   0.024  19.820   0.015  18.277   0.026   0.876  -0.543
8332 1207.34  938.30  19.194   0.003  19.865   0.010  18.292   0.040   0.864   1.321
8333  892.88 1022.31  19.191   0.019  19.922   0.036  18.219   0.022   0.877   1.758
8334 1418.17 1024.80  19.189   0.020  19.998   0.014  18.116   0.021   0.849   0.419
8335 1005.89  457.25  19.222   0.020  19.926   0.013  18.169   0.021   0.842  -0.047
8336  912.92  940.88  19.184   0.020                  18.246   0.023   0.826   0.070
8337  462.93 1238.94  19.172   0.018  19.899   0.012  18.258   0.023   0.831  -0.145
8338 1401.43  456.56  19.107   0.018  20.001   0.013  18.202   0.022   0.824   0.239
8339  101.68  216.31  19.214   0.022  19.931   0.015  18.170   0.025   0.814   0.007
8340 1337.71 1664.73  19.181   0.018  19.939   0.012  18.197   0.022   0.816  -0.157
8341 1842.94 1698.00  19.230   0.022  19.882   0.013  18.219   0.025   0.818  -0.427
8342 1805.97 1215.12  19.177   0.020  19.940   0.014  18.200   0.024   0.833  -0.321
8343 1647.71  654.93  19.208   0.021  19.877   0.013  18.250   0.023   0.833  -0.478
8344 1551.29 1672.65  19.207   0.020  19.928   0.013  18.184   0.023   0.828  -0.092
8345 1620.34   28.13  19.189   0.021  19.918   0.013  18.217   0.023   0.842   0.617
8346 1563.42 1068.55  19.192   0.020  19.911   0.013  18.223   0.023   0.828  -0.964
8347 1209.85  994.30  19.215   0.015  19.809   0.028  18.273   0.004   0.850  -0.604
8348  941.67  819.43  19.211   0.021  19.781   0.013  18.391   0.027   0.846  -1.101
8349 1724.39  413.47  19.197   0.021  19.898   0.013  18.237   0.024   0.842   0.612
8350 1477.97 1389.00  19.195   0.019  19.921   0.012  18.211   0.022   0.819  -0.716
8351 1354.39  879.22  19.186   0.020  19.875   0.013  18.282   0.024   0.840  -0.718
8352  922.21  588.93  19.179   0.019  19.897   0.013  18.261   0.023   0.868   1.080
8353 1931.25  669.99  19.179   0.021  19.828   0.013  18.365   0.027   0.833  -0.233
8354  642.82  173.69  19.208   0.018  19.927   0.012  18.194   0.020   0.806  -0.089
8355 1557.19  419.78  19.211   0.020  19.881   0.012  18.249   0.023   0.819  -0.381
8356 1039.24 1183.54  19.217   0.020  19.913   0.014  18.202   0.023   0.890   1.594
8357 1295.70  732.13  19.200   0.020  19.905   0.013  18.231   0.023   0.835  -0.049
8358  668.86  477.27  19.237   0.019  19.876   0.012  18.230   0.021   0.824  -0.141
8359 1596.57 1257.88  19.165   0.020  20.196   0.016  17.955   0.019   0.834  -0.239
8360  647.90  644.87  19.233   0.019  19.900   0.013  18.207   0.022   0.819  -0.160
8361 1324.20 1157.41  19.175   0.018  20.007   0.013  18.139   0.021   0.817   0.210
8362  399.29  509.25  19.189   0.019  19.934   0.013  18.213   0.023   0.873   2.282
8363  853.18  932.88  19.206   0.007  19.948   0.010  18.191   0.010   0.828  -0.003
8364 1475.35  961.40  19.213   0.008  19.896   0.007  18.230   0.026   0.826  -0.262
8365  455.83 1241.07  19.171   0.018  19.916   0.012  18.258   0.022   0.814  -0.248
8366 1212.40  256.12  19.245   0.020  19.910   0.013  18.188   0.021   0.835   0.092
8367 1729.64  990.53  19.199   0.003  19.861   0.010  18.326   0.035   0.851   0.586
8368 1515.54  673.99  19.251   0.021  20.321   0.018  17.805   0.016   0.832  -0.388
8369 1399.13  421.15  19.192   0.019  20.170   0.015  17.965   0.018   0.825  -0.892
8370  940.48  426.66  19.218   0.019  19.918   0.013  18.208   0.022   0.845   0.060
8371 1470.79  787.39  19.191   0.022  19.952   0.015  18.194   0.024   0.853  -0.139
8372    2.81 1013.13  19.186   0.029  19.975   0.020  18.151   0.035   0.821   0.633
8373 1318.03 1076.32  19.215   0.020  19.993   0.014  18.126   0.021   0.837  -0.026
8374  343.21  652.91  19.193   0.019  19.880   0.012  18.289   0.023   0.820  -0.761
8375 1404.32  627.16  19.226   0.021  19.869   0.013  18.268   0.023   0.834  -1.102
8376  705.56  494.80  19.198   0.019  19.896   0.013  18.264   0.023   0.854   0.706
8377  335.49 1152.52  19.178   0.018  19.905   0.012  18.277   0.023   0.814   0.184
8378 1632.55 1564.02  19.206   0.022  19.992   0.015  18.136   0.024   0.835  -0.399
8379  165.37  756.16  19.175   0.022  19.992   0.015  18.169   0.024   0.822   0.112
8380 1622.06  471.01  19.217   0.021  19.881   0.012  18.269   0.024   0.829  -0.244
8381  980.79 1022.05  19.224   0.022  20.034   0.016  18.078   0.022   0.881   0.752
8382 1322.83 1631.00  19.218   0.020  19.927   0.013  18.209   0.022   0.836   0.344
8383  746.52 1072.30  19.212   0.018  19.864   0.012  18.297   0.023   0.834  -1.041
8384 1256.01 1030.32  19.195   0.019  19.908   0.013  18.258   0.023   0.839   0.249
8385  802.53  962.52  19.216   0.019  19.892   0.000  18.259   0.022   0.830   0.156
8386  352.99 1313.71  19.137   0.017  19.993   0.013  18.219   0.021   0.802  -0.223
8387 1681.22  667.18  19.197   0.020  19.868   0.013  18.313   0.025   0.830  -0.799
8388  727.91 1080.89  19.229   0.019  19.880   0.012  18.259   0.022   0.849   1.009
8389 2141.11  780.36  19.155   0.036  19.936   0.023  18.258   0.043   0.843  -0.567
8390 1747.98 1159.19  19.211   0.022  19.887   0.013  18.272   0.025   0.832  -1.030
8391 1844.51 1292.07  19.179   0.021  19.955   0.014  18.217   0.025   0.830  -0.239
8392  399.50 1259.86  19.173   0.018  20.110   0.014  18.055   0.019   0.811   0.100
8393  844.83 1073.94  19.233   0.018  19.929   0.012  18.195   0.021   0.821  -0.192
8394  428.29  592.78  19.184   0.018  19.944   0.013  18.230   0.022   0.827   0.962
