Num    X        Y        FwhmX    FwhmY    Angle    Mag      Flux      OMC    SNR
255    690.06   606.26   1.934    1.507    -1.511   16.306   285.342   1.658  52.09
256    558.93   749.75   1.828    1.504    0.03392  16.319   282.079   18.16  4.984
257    503.75   755.09   1.954    1.805    -0.0428  16.323   281.014   2.354  29.87
258    532.13   905.91   1.376    1.318    0.8679   16.324   280.786   2.151  63.55
259    611.76   772.09   2.018    1.581    0.776    16.329   279.538   9.254  8.354
260    1086.4   954.55   3.293    1.166    -1.385   16.329   279.307   2.286  28.08
261    502.36   739.58   2.319    1.701    -0.00768516.335   277.973   13.58  4.579
262    911.78   782.57   1.51     1.284    -0.03111 16.347   274.921   3.49   35.86
263    1054.9   1339.1   2.015    1.49     -0.9673  16.348   274.471   0.8921 90.44
264    987.11   521.72   1.775    1.137    -1.063   16.349   274.208   2.347  51.11
265    751.74   844.31   1.819    1.409    1.092    16.355   272.793   2.253  41.69
266    907.91   1518.5   2.82     1.599    0.2979   16.365   270.379   2.65   19.97
267    987.61   674.32   2.12     1.67     -0.5649  16.371   268.824   0.8997 74.51
268    291.17   754.54   1.869    1.644    0.04819  16.373   268.234   11.69  6.592
269    420.97   141.99   2.018    1.359    1.496    16.389   264.459   1.357  62.69
270    455.55   952.18   1.595    1.457    -1.544   16.403   261.112   2.258  43.92
271    295.46   135.7    1.437    1.367    0.558    16.407   259.992   0.614  190.2
272    814.15   613.05   2.182    1.965    0.8818   16.408   259.881   0.4817 111
273    372.09   75.116   1.868    1.41     -0.7336  16.416   257.797   1.151  75.04
274    959.1    829.96   2.192    2.092    1.073    16.42    256.848   3.01   16.42
275    639.87   932.08   1.462    1.311    1.09     16.422   256.468   8.307  14.21
276    1129.6   1511.5   1.941    1.625    1.253    16.434   253.762   0.7035 101
277    149.93   264.43   2.977    1.44     -0.01415 16.449   250.163   2.133  24.14
278    393.22   756.51   1.884    1.693    1.49     16.453   249.242   1.944  35.49
279    802.82   1481.8   1.818    1.686    1.285    16.463   246.924   0.7572 93.91
280    1146.3   813.87   2.189    1.812    1.46     16.469   245.6     1.266  43.16
281    1016.4   1472     2.372    1.581    -1.088   16.482   242.747   0.9808 58.23
282    404.68   772.7    1.955    1.737    -1.568   16.482   242.59    1.563  40.34
283    990.77   398.38   1.482    1.105    0.0256   16.483   242.396   1.128  115.8
284    588.69   473.01   1.475    1.406    0.311    16.485   241.953   1.859  55.41
285    759.26   644.84   1.992    1.721    0.8112   16.49    240.96    1.245  49.85
286    446.03   777.5    1.979    1.917    -1.482   16.495   239.806   1.254  44.51
287    473.81   751.45   1.869    1.808    0.5199   16.497   239.428   1.463  42.76
288    678.33   595.14   2.057    1.662    1.46     16.515   235.394   1.086  55.97
289    463.02   735.89   1.889    1.448    0.04823  16.539   230.268   1.693  43.87
290    698.27   876.83   1.432    1.294    0.9171   16.539   230.236   4.334  25.32
291    1011.1   562.43   1.395    1.19     0.002618 16.542   229.677   3.948  30.93
292    909.63   1529.6   2.413    1.535    0.551    16.543   229.479   9.944  5.499
293    1158.9   1049.6   1.603    1.328    0.02853  16.548   228.344   0.5315 178.2
294    644.21   681.8    1.57     1.461    -0.119   16.549   228.179   1.92   45.69
295    1061.2   455.77   2.98     1.483    -0.3681  16.55    227.88    4.426  10.29
296    910.73   658.2    2.889    1.293    -1.166   16.56    225.88    2.176  24.52
297    664.54   627.11   1.896    1.869    1.399    16.561   225.574   1.349  41.65
298    635.57   764.37   1.653    1.452    -0.07284 16.57    223.82    7.685  10.71
299    885.51   1021.6   1.865    1.54     -0.1802  16.575   222.772   0.6435 106.4
300    1011.1   399.87   2.195    1.988    1.342    16.576   222.466   0.8003 56.2
301    1056.1   450.9    2.922    1.518    -1.37    16.582   221.33    3.733  11.79
302    565.54   169.13   1.924    1.473    -1.441   16.582   221.32    0.7586 90.84
303    520.79   138.7    1.724    1.609    1.316    16.583   221.166   2.651  26.54
304    1232.9   1234.4   2.747    1.605    -0.4021  16.584   220.888   1.043  42.39
305    929.44   377.57   1.705    1.581    0.8413   16.586   220.596   0.6575 109.9
306    773.72   1331.6   1.56     0.9552   -1.46    16.593   219.172   1.481  87.64
307    614.8    535.94   1.362    1.194    0.08195  16.598   218.018   1.104  107.2
308    576.89   640.91   2.283    2.048    1.392    16.605   216.765   1.172  34.94
309    1281     1117.6   2.447    1.464    0.1811   16.613   215.036   3.148  16.82
310    1054.4   996.64   1.938    1.507    0.04173  16.62    213.687   0.6283 102.8
311    475.19   639.99   1.725    1.438    1.348    16.622   213.344   1.296  58.55
312    785.42   1299.5   1.714    1.054    0.9004   16.626   212.573   1.422  73.06
313    1381.9   876.86   2.043    1.296    1.325    16.631   211.553   0.972  72.54
314    21.67    59.133   1.815    1.182    1.552    16.645   208.806   0.9573 89.74
315    736.06   45.112   2.081    1.541    0.6078   16.645   208.767   0.8204 70.01
316    630.49   594.48   1.946    1.908    0.6649   16.659   206.158   0.9073 54.01
317    755.23   425.2    1.716    1.451    0.8194   16.659   206.116   1.795  40.7
318    1448.2   607      1.915    1.545    0.4753   16.66    206.082   0.5835 105.4
319    1212.2   402.54   2.153    1.273    -0.01471 16.662   205.634   0.9115 72.66
320    202.72   600.09   1.853    1.61     -0.942   16.685   201.343   0.5207 114.4
321    630.52   252.72   2.244    1.319    -1.418   16.69    200.359   2.154  27.73
322    354.14   344.24   1.473    1.326    0.6142   16.722   194.559   0.7335 119.9
323    340.77   730.77   1.854    1.579    0.0906   16.723   194.34    0.7572 77.36
324    857.15   883.24   1.89     1.262    -1.51    16.729   193.323   0.9104 78.55
325    273.66   358.31   1.726    1.494    0.002508 16.732   192.735   1.095  60.25
326    773.94   746.41   1.973    1.251    -0.00848 16.736   192.073   1.42   48.34
327    1006     563.9    1.741    1.547    1.331    16.742   190.972   5.488  11.4
328    944.09   759.27   1.807    1.245    -0.01701 16.747   190.101   6.665  11.19
329    1036.8   1021.9   1.879    1.661    1.475    16.751   189.428   0.4873 109.9
330    725.9    973      1.432    1.363    1.427    16.753   189.168   6.756  12.66
331    1258.8   1517.6   3.022    1.05     -0.3286  16.753   189.009   2.816  18.67
332    81.175   141.64   3.536    1.415    -0.6097  16.76    187.866   1.257  26.36
333    717.66   750.89   1.678    1.596    0.2062   16.777   184.993   2.459  24.79
334    1108.1   808.09   2.154    1.885    0.05419  16.784   183.813   0.5034 79.39
335    431.43   949.85   1.819    1.432    1.528    16.784   183.682   1.33   46.81
336    982.74   329.43   1.95     1.932    -1.37    16.789   182.877   0.4012 106.8
337    708.53   578.86   2.043    1.627    1.439    16.797   181.586   1.328  36.3
338    1003.1   1344.9   1.691    1.605    -0.06368 16.802   180.665   0.5249 112
339    473.18   773.05   2.102    2.101    -0.7548  16.808   179.818   1.079  33.28
340    1362.3   1126.2   1.731    1.203    1.104    16.808   179.771   11.09  6.871
341    510.9    918.33   1.594    1.297    1.328    16.814   178.828   10.82  7.056
342    1207.1   114.39   1.792    1.404    -1.495   16.817   178.244   0.6499 96.2
343    798.15   634.54   1.867    1.694    1.136    16.818   178.085   1.482  33.53
344    762.48   1294.2   1.642    1.272    1.434    16.821   177.676   1.749  42.89
345    491.15   215.24   1.695    1.488    1.242    16.821   177.617   0.5481 113.4
346    1443.4   1285.9   2.098    1.667    0.7552   16.828   176.537   0.4844 91.95
347    1177     190.16   1.576    1.475    0.06222  16.828   176.464   0.5975 112.1
348    576.04   563.02   1.773    1.526    0.3494   16.829   176.247   1.192  48.22
349    748.95   712.04   1.663    1.638    -0.8596  16.835   175.379   1.282  44.32
350    590.32   925.87   1.662    1.464    0.7473   16.842   174.252   20.01  3.158
351    1215.7   1293.7   1.915    1.658    1.428    16.846   173.483   0.8216 58.68
352    1423.8   1462.6   2.31     1.268    -0.7236  16.851   172.698   1.056  49.26
