# ID    d   s   ds    e  e  f    Bmag   e_B   Vmag   e_V    diff
ID-3353 17 37 35.60  -3 19  7.48 22.569 0.035 21.578 0.040 -0.010
ID-3354 17 37 35.61  -3 12 38.14 22.674 0.040 21.641 0.038 -0.018
ID-3355 17 37 35.61  -3 20 41.56 22.541 0.034 21.593 0.029 -0.026
ID-3356 17 37 35.62  -3 12  2.79 20.546 0.007 19.299 0.005 -0.051
ID-3357 17 37 35.62  -3 10 49.53 23.100 0.045 22.025 0.036 -0.051
ID-3358 17 37 35.62  -3 17 15.67 21.735 0.017 20.724 0.015 -0.027
ID-3359 17 37 35.62  -3 17 10.09 22.636 0.034 21.635 0.035 -0.027
ID-3360 17 37 35.62  -3 19 51.33 22.507 0.036 21.482 0.028 -0.010
ID-3361 17 37 35.63  -3 10 10.01 18.295 0.002 16.953 0.001 -0.040
ID-3362 17 37 35.63  -3 17  6.31 18.371 0.003 16.869 0.002 -0.027
ID-3363 17 37 35.63  -3 17 53.50 21.947 0.022 20.850 0.016 -0.007
ID-3364 17 37 35.64  -3 11 51.23 22.952 0.043 21.769 0.040 -0.051
ID-3365 17 37 35.65  -3  8 51.39 22.855 0.037 21.764 0.030 -0.035
ID-3366 17 37 35.65  -3 15 53.27 18.722 0.003 17.264 0.002 -0.006
ID-3367 17 37 35.66  -3 16 57.53 21.345 0.014 20.312 0.012 -0.027
ID-3368 17 37 35.67  -3 11 24.56 22.649 0.036 21.702 0.027 -0.051
ID-3369 17 37 35.67  -3 12 15.01 22.732 0.048 21.641 0.032 -0.018
ID-3370 17 37 35.69  -3 11 14.44 22.756 0.035 21.660 0.034 -0.051
ID-3371 17 37 35.69  -3 13 37.65 17.900 0.002 16.691 0.002 -0.001
ID-3372 17 37 35.70  -3  9 59.56 22.734 0.034 21.183 0.020 -0.043
ID-3373 17 37 35.70  -3 18 19.47 20.937 0.010 19.775 0.007 -0.007
ID-3374 17 37 35.72  -3 17 31.12 21.995 0.021 20.899 0.021 -0.007
ID-3375 17 37 35.72  -3 18 13.26 22.174 0.027 21.212 0.022 -0.007
ID-3376 17 37 35.73  -3 10 53.55 21.625 0.014 20.556 0.013 -0.050
ID-3377 17 37 35.73  -3 10 57.08 22.548 0.031 21.596 0.034 -0.050
ID-3378 17 37 35.73  -3 12 33.31 20.771 0.011 19.834 0.007 -0.018
ID-3379 17 37 35.74  -3  8 40.91 21.920 0.020 20.931 0.017 -0.035
ID-3380 17 37 35.74  -3 10 16.16 21.529 0.014 20.490 0.009 -0.043
ID-3381 17 37 35.74  -3 11 28.55 19.502 0.003 18.219 0.002 -0.050
ID-3382 17 37 35.74  -3 11 40.45 22.787 0.044 21.761 0.034 -0.050
ID-3383 17 37 35.74  -3 12 43.50 21.704 0.019 20.676 0.016 -0.018
ID-3384 17 37 35.74  -3 18 10.66 22.075 0.024 21.054 0.024 -0.007
ID-3385 17 37 35.75  -3 16 43.78 19.883 0.007 18.572 0.004 -0.027
ID-3386 17 37 35.75  -3 19 17.86 21.367 0.013 19.970 0.009 -0.010
ID-3387 17 37 35.76  -3 11  9.81 23.006 0.049 21.746 0.040 -0.050
ID-3388 17 37 35.76  -3 19 37.91 21.531 0.013 20.372 0.010 -0.010
ID-3389 17 37 35.76  -3 19 14.56 22.921 0.043 21.897 0.041 -0.010
ID-3390 17 37 35.77  -3 18 39.19 22.712 0.033 21.703 0.030 -0.007
ID-3391 17 37 35.79  -3 17 37.86 22.984 0.058 21.761 0.047 -0.007
ID-3392 17 37 35.81  -3 12 24.97 20.648 0.008 19.454 0.007 -0.018
ID-3393 17 37 35.82  -3  9 40.75 21.665 0.016 20.705 0.015 -0.043
ID-3394 17 37 35.83  -3 12 28.45 22.204 0.033 21.183 0.026 -0.018
ID-3395 17 37 35.84  -3 11 47.78 22.747 0.038 21.793 0.034 -0.050
ID-3396 17 37 35.84  -3 16 40.84 20.270 0.008 19.025 0.005 -0.027
ID-3397 17 37 35.84  -3 17 56.61 21.621 0.018 20.585 0.016 -0.007
ID-3398 17 37 35.85  -3 18  3.25 20.595 0.007 19.361 0.005 -0.007
ID-3399 17 37 35.85  -3 20 46.17 20.851 0.011 19.635 0.007 -0.026
ID-3400 17 37 35.86  -3 11  4.51 20.681 0.008 19.638 0.006 -0.050
ID-3401 17 37 35.86  -3 17 23.81 20.134 0.007 18.862 0.004 -0.027
ID-3402 17 37 35.87  -3 15 43.56 17.400 0.002 15.863 0.001 -0.028
ID-3403 17 37 35.88  -3 11 21.50 22.866 0.040 21.856 0.038 -0.050
ID-3404 17 37 35.89  -3 11 41.27 21.047 0.013 19.815 0.007 -0.050
ID-3405 17 37 35.89  -3 10 56.78 22.203 0.022 21.222 0.021 -0.050
ID-3406 17 37 35.90  -3  9 53.34 22.992 0.041 21.944 0.039 -0.043
ID-3407 17 37 35.90  -3 17  4.29 21.512 0.018 20.009 0.008 -0.001
ID-3408 17 37 35.90  -3 17 50.59 21.910 0.018 20.817 0.017 -0.007
ID-3409 17 37 35.91  -3 12 10.33 21.249 0.015 20.201 0.009 -0.018
ID-3410 17 37 35.92  -3 10 25.27 21.224 0.012 20.043 0.007 -0.043
ID-3411 17 37 35.93  -3 11 15.39 17.673 0.001 16.145 0.001 -0.050
ID-3412 17 37 35.94  -3 11 39.07 21.384 0.013 20.399 0.012 -0.050
ID-3413 17 37 35.94  -3 19 51.14 23.224 0.057 21.958 0.044 -0.010
ID-3414 17 37 35.95  -3  9 46.21 20.937 0.010 19.709 0.006 -0.043
ID-3415 17 37 35.95  -3 17 30.30 21.557 0.018 20.573 0.014 -0.001
ID-3416 17 37 35.95  -3 20 28.60 22.544 0.029 21.517 0.035 -0.026
ID-3417 17 37 35.98  -3  9 29.75 22.353 0.026 21.306 0.027 -0.043
ID-3418 17 37 35.98  -3 10 52.50 23.079 0.044 22.035 0.042 -0.050
ID-3419 17 37 35.99  -3 17 34.03 21.753 0.025 20.710 0.019 -0.001
ID-3420 17 37 35.99  -3 19  8.18 22.275 0.026 21.278 0.027 -0.002
ID-3421 17 37 36.00  -3 11 42.74 22.527 0.031 21.145 0.022 -0.050
ID-3422 17 37 36.00  -3 12 21.89 22.307 0.032 21.321 0.028 -0.018
ID-3423 17 37 36.00  -3 17 53.08 22.789 0.047 21.685 0.037 -0.001
ID-3424 17 37 36.00  -3 18 14.50 22.800 0.044 21.728 0.040 -0.001
ID-3425 17 37 36.01  -3 12 35.29 21.114 0.014 20.122 0.010 -0.018
ID-3426 17 37 36.01  -3 17 59.49 21.226 0.012 20.127 0.009 -0.001
ID-3427 17 37 36.03  -3 19 59.65 21.966 0.023 20.582 0.015 -0.002
ID-3428 17 37 36.04  -3 10 57.39 21.908 0.022 20.929 0.013 -0.050
ID-3429 17 37 36.04  -3 13 17.05 17.918 0.002 17.173 0.002 -0.018
ID-3430 17 37 36.04  -3 21 15.89 21.919 0.017 20.941 0.017 -0.049
ID-3431 17 37 36.05  -3 12 59.96 20.123 0.007 18.894 0.004 -0.018
ID-3432 17 37 36.05  -3 16 48.12 17.324 0.002 15.713 0.002 -0.001
ID-3433 17 37 36.05  -3 19 30.74 22.773 0.041 21.711 0.038 -0.002
ID-3434 17 37 36.07  -3 18 48.28 22.491 0.031 21.556 0.033 -0.002
ID-3435 17 37 36.08  -3 18 27.58 22.913 0.046 21.937 0.040 -0.001
ID-3436 17 37 36.10  -3  9 54.66 22.472 0.025 21.537 0.027 -0.043
ID-3437 17 37 36.10  -3 15 44.29 18.070 0.002 17.333 0.003 -0.028
ID-3438 17 37 36.10  -3 21  3.92 22.291 0.022 21.318 0.026 -0.049
ID-3439 17 37 36.12  -3 12 13.80 21.624 0.019 20.631 0.015 -0.018
ID-3440 17 37 36.12  -3 18 19.79 21.759 0.019 20.812 0.017 -0.001
ID-3441 17 37 36.12  -3 17 37.17 22.139 0.027 21.179 0.021 -0.001
ID-3442 17 37 36.12  -3 18 53.04 22.423 0.032 21.456 0.030 -0.002
ID-3443 17 37 36.13  -3 11 25.83 23.047 0.050 22.029 0.039 -0.050
ID-3444 17 37 36.13  -3 18 30.17 23.064 0.054 21.975 0.045 -0.001
ID-3445 17 37 36.13  -3 20 13.74 20.549 0.006 19.338 0.005 -0.049
ID-3446 17 37 36.14  -3 10  4.50 22.779 0.033 21.733 0.029 -0.043
ID-3447 17 37 36.15  -3 11 54.46 20.879 0.011 19.658 0.005 -0.050
ID-3448 17 37 36.15  -3 11 52.81 22.407 0.024 21.449 0.024 -0.050
ID-3449 17 37 36.15  -3 11  2.95 22.741 0.035 21.694 0.031 -0.050
ID-3450 17 37 36.15  -3 19 23.60 21.366 0.013 20.389 0.014 -0.002
ID-3451 17 37 36.15  -3 19  9.41 22.136 0.029 21.168 0.025 -0.002
ID-3452 17 37 36.16  -3 10 38.20 23.031 0.049 21.967 0.036 -0.043
ID-3453 17 37 36.16  -3 11 16.81 22.836 0.038 21.806 0.034 -0.050
ID-3454 17 37 36.16  -3 13  9.46 18.927 0.003 17.587 0.002 -0.018
ID-3455 17 37 36.16  -3 12 38.69 22.593 0.041 21.607 0.040 -0.018
ID-3456 17 37 36.17  -3 13 53.40 17.150 0.002 15.517 0.001 -0.006
ID-3457 17 37 36.17  -3 19 27.15 22.476 0.028 21.529 0.036 -0.002
ID-3458 17 37 36.18  -3 10  2.43 22.949 0.037 21.885 0.036 -0.043
ID-3459 17 37 36.18  -3 12 11.96 21.308 0.015 20.291 0.008 -0.018
ID-3460 17 37 36.18  -3 19 20.88 22.143 0.027 21.181 0.020 -0.002
ID-3461 17 37 36.19  -3 10 39.73 23.026 0.050 22.004 0.044 -0.043
ID-3462 17 37 36.19  -3 11 19.60 21.607 0.015 20.634 0.012 -0.050
ID-3463 17 37 36.19  -3 17 21.05 22.849 0.047 21.849 0.039 -0.001
ID-3464 17 37 36.19  -3 19 37.73 21.317 0.013 20.191 0.011 -0.002
ID-3465 17 37 36.19  -3 19 16.73 21.626 0.016 20.625 0.017 -0.002
ID-3466 17 37 36.19  -3 21  8.36 21.530 0.014 20.549 0.013 -0.049
ID-3467 17 37 36.20  -3 18 43.32 21.737 0.018 20.748 0.020 -0.001
ID-3468 17 37 36.21  -3 12  9.93 21.526 0.021 20.533 0.014 -0.018
ID-3469 17 37 36.23  -3 11 37.28 21.851 0.023 20.886 0.015 -0.050
ID-3470 17 37 36.24  -3 12 24.87 21.812 0.023 20.876 0.021 -0.018
ID-3471 17 37 36.24  -3 19 48.17 21.471 0.015 20.381 0.013 -0.002
ID-3472 17 37 36.25  -3 10 23.53 21.965 0.020 20.992 0.017 -0.043
ID-3473 17 37 36.25  -3 12 13.68 23.109 0.050 22.000 0.047 -0.018
ID-3474 17 37 36.25  -3 20 19.29 18.107 0.001 17.499 0.002 -0.049
ID-3475 17 37 36.26  -3 10 33.10 22.761 0.032 21.795 0.032 -0.043
ID-3476 17 37 36.26  -3 11  9.72 20.950 0.008 19.770 0.007 -0.050
ID-3477 17 37 36.26  -3 11 42.59 21.793 0.023 20.795 0.016 -0.050
ID-3478 17 37 36.26  -3 13 50.95 18.698 0.004 17.316 0.003 -0.006
ID-3479 17 37 36.26  -3 17 57.88 22.046 0.023 21.000 0.023 -0.001
ID-3480 17 37 36.26  -3 19 43.07 22.860 0.045 21.882 0.046 -0.002
ID-3481 17 37 36.27  -3  9  7.16 21.908 0.018 20.643 0.014 -0.035
ID-3482 17 37 36.27  -3 12 27.74 22.959 0.051 21.917 0.048 -0.018
ID-3483 17 37 36.28  -3 11  4.31 19.983 0.004 18.718 0.003 -0.050
ID-3484 17 37 36.28  -3 12 23.05 21.705 0.022 20.583 0.016 -0.018
ID-3485 17 37 36.29  -3  9 30.48 22.479 0.032 21.011 0.018 -0.043
ID-3486 17 37 36.29  -3 11 46.48 22.369 0.029 21.360 0.024 -0.050
ID-3487 17 37 36.29  -3 11 23.79 22.718 0.033 21.710 0.023 -0.050
ID-3488 17 37 36.29  -3 13 24.81 17.330 0.002 15.625 0.001 -0.018
ID-3489 17 37 36.30  -3  9 44.15 22.618 0.036 21.642 0.035 -0.043
ID-3490 17 37 36.33  -3 11 39.65 21.814 0.018 20.835 0.019 -0.050
ID-3491 17 37 36.33  -3 17 22.76 22.171 0.026 21.196 0.026 -0.001
ID-3492 17 37 36.33  -3 18 31.26 22.421 0.032 21.406 0.026 -0.001
ID-3493 17 37 36.34  -3 17 28.65 22.576 0.040 21.690 0.037 -0.001
ID-3494 17 37 36.35  -3 10 45.18 20.185 0.004 18.786 0.003 -0.050
ID-3495 17 37 36.36  -3 12  5.16 22.531 0.038 21.622 0.032 -0.018
ID-3496 17 37 36.36  -3 18  6.48 21.952 0.028 20.963 0.021 -0.001
ID-3497 17 37 36.37  -3 12 16.01 21.407 0.014 20.455 0.013 -0.018
ID-3498 17 37 36.37  -3 12 46.56 22.682 0.043 21.617 0.033 -0.018
ID-3499 17 37 36.38  -3 12 28.71 22.919 0.051 21.778 0.043 -0.018
ID-3500 17 37 36.38  -3 18 20.65 22.529 0.043 21.556 0.028 -0.001
ID-3501 17 37 36.38  -3 18 48.15 19.248 0.004 17.888 0.002 -0.002
ID-3502 17 37 36.39  -3 17 57.45 22.051 0.020 21.074 0.021 -0.001
ID-3503 17 37 36.40  -3  9 13.38 21.130 0.014 19.887 0.009 -0.035
ID-3504 17 37 36.41  -3 12 37.61 18.027 0.002 17.421 0.002 -0.018
ID-3505 17 37 36.42  -3  9 43.90 20.204 0.005 18.971 0.004 -0.043
ID-3506 17 37 36.42  -3 11 42.36 21.093 0.010 19.908 0.008 -0.050
ID-3507 17 37 36.42  -3 17 18.37 20.595 0.007 19.364 0.006 -0.001
ID-3508 17 37 36.43  -3 11 21.99 21.680 0.019 20.662 0.011 -0.050
ID-3509 17 37 36.44  -3 12 53.79 21.764 0.024 20.788 0.020 -0.018
ID-3510 17 37 36.45  -3 16 32.08 18.041 0.002 17.466 0.002 -0.001
ID-3511 17 37 36.47  -3 11 29.41 22.285 0.029 21.322 0.022 -0.050
ID-3512 17 37 36.47  -3 18 25.93 22.332 0.030 21.045 0.025 -0.001
ID-3513 17 37 36.48  -3 11 17.34 23.315 0.046 22.110 0.038 -0.050
ID-3514 17 37 36.48  -3 12 17.40 22.386 0.024 21.356 0.027 -0.018
ID-3515 17 37 36.48  -3 17  0.45 22.925 0.055 22.115 0.057 -0.001
ID-3516 17 37 36.49  -3 10 24.15 21.951 0.019 20.956 0.021 -0.043
ID-3517 17 37 36.49  -3 10 21.27 23.141 0.051 22.107 0.034 -0.043
ID-3518 17 37 36.49  -3 20  7.76 21.390 0.012 20.204 0.009 -0.049
ID-3519 17 37 36.51  -3 10 32.14 21.526 0.013 20.544 0.013 -0.043
ID-3520 17 37 36.51  -3 20 37.54 22.477 0.028 21.451 0.026 -0.049
ID-3521 17 37 36.52  -3 11 25.66 22.723 0.033 21.697 0.036 -0.050
ID-3522 17 37 36.52  -3 17  4.25 22.755 0.046 21.716 0.034 -0.001
ID-3523 17 37 36.52  -3 17 37.80 22.869 0.055 21.951 0.040 -0.001
ID-3524 17 37 36.53  -3 18 27.19 23.110 0.054 22.056 0.044 -0.001
ID-3525 17 37 36.54  -3 11 39.92 22.565 0.035 21.598 0.033 -0.050
ID-3526 17 37 36.55  -3 10 39.77 21.927 0.017 20.873 0.017 -0.043
ID-3527 17 37 36.55  -3 10  7.71 22.371 0.033 21.342 0.027 -0.043
ID-3528 17 37 36.55  -3 13 22.83 18.211 0.002 17.586 0.002 -0.018
ID-3529 17 37 36.55  -3 12 26.23 22.175 0.032 21.160 0.026 -0.018
ID-3530 17 37 36.56  -3 18 13.55 22.586 0.035 21.755 0.045 -0.001
ID-3531 17 37 36.57  -3 12  3.53 22.264 0.025 21.230 0.024 -0.050
ID-3532 17 37 36.57  -3 10 44.64 22.991 0.044 21.856 0.033 -0.050
ID-3533 17 37 36.57  -3 16 47.77 21.098 0.013 20.008 0.009 -0.001
ID-3534 17 37 36.57  -3 18 40.18 23.044 0.051 21.898 0.037 -0.001
ID-3535 17 37 36.58  -3 10 57.14 22.641 0.035 21.588 0.034 -0.050
ID-3536 17 37 36.59  -3 18  4.81 21.476 0.015 20.541 0.013 -0.001
ID-3537 17 37 36.59  -3 18 34.04 21.853 0.018 20.923 0.020 -0.001
ID-3538 17 37 36.60  -3 16 50.12 20.598 0.008 19.341 0.006 -0.001
ID-3539 17 37 36.60  -3 16 26.09 21.253 0.016 20.211 0.011 -0.001
ID-3540 17 37 36.61  -3 17  9.72 21.841 0.021 20.801 0.018 -0.001
ID-3541 17 37 36.62  -3 11  9.32 21.995 0.023 21.058 0.018 -0.050
ID-3542 17 37 36.62  -3 11 24.07 22.824 0.034 21.779 0.034 -0.050
ID-3543 17 37 36.62  -3 16 14.47 17.342 0.002 15.868 0.002 -0.001
ID-3544 17 37 36.62  -3 16 46.30 19.280 0.005 17.932 0.002 -0.001
ID-3545 17 37 36.62  -3 17 22.45 21.825 0.023 20.799 0.019 -0.001
ID-3546 17 37 36.62  -3 18 43.18 21.896 0.019 20.948 0.022 -0.001
ID-3547 17 37 36.62  -3 19 52.26 22.298 0.032 21.311 0.031 -0.002
ID-3548 17 37 36.62  -3 19  6.16 22.770 0.041 21.717 0.031 -0.002
ID-3549 17 37 36.62  -3 20 58.67 20.398 0.006 19.279 0.004 -0.049
ID-3550 17 37 36.63  -3 10 58.79 22.433 0.036 21.463 0.031 -0.050
ID-3551 17 37 36.63  -3 19 40.52 19.500 0.004 18.208 0.003 -0.002
ID-3552 17 37 36.64  -3 10 41.98 22.229 0.022 21.267 0.020 -0.043
ID-3553 17 37 36.65  -3  9 32.23 22.749 0.032 21.632 0.021 -0.043
ID-3554 17 37 36.65  -3 11 38.32 23.024 0.047 22.136 0.056 -0.050
ID-3555 17 37 36.65  -3 17 42.43 18.691 0.002 17.283 0.002 -0.001
ID-3556 17 37 36.65  -3 18 23.39 22.848 0.053 21.809 0.040 -0.001
ID-3557 17 37 36.65  -3 20 47.92 21.939 0.021 20.946 0.017 -0.049
ID-3558 17 37 36.65  -3 21 14.40 22.935 0.044 21.256 0.021 -0.049
ID-3559 17 37 36.66  -3 15 57.01 17.942 0.002 16.335 0.002 -0.028
ID-3560 17 37 36.66  -3 19 28.33 21.755 0.016 20.784 0.016 -0.002
ID-3561 17 37 36.66  -3 19 14.68 22.529 0.033 21.513 0.029 -0.002
ID-3562 17 37 36.66  -3 19  0.94 22.834 0.045 21.821 0.035 -0.002
ID-3563 17 37 36.67  -3 10 23.07 22.973 0.036 21.973 0.037 -0.043
ID-3564 17 37 36.67  -3 17 45.72 22.689 0.040 21.597 0.040 -0.001
ID-3565 17 37 36.68  -3  9  1.50 21.443 0.012 20.282 0.009 -0.035
ID-3566 17 37 36.68  -3 11 52.86 21.816 0.018 20.796 0.013 -0.050
ID-3567 17 37 36.69  -3  8 51.19 23.317 0.050 22.240 0.044 -0.035
ID-3568 17 37 36.69  -3 10 44.70 22.140 0.020 21.166 0.019 -0.050
ID-3569 17 37 36.69  -3 19  8.88 22.207 0.026 21.125 0.027 -0.002
ID-3570 17 37 36.72  -3 12 39.73 20.766 0.009 19.516 0.005 -0.018
ID-3571 17 37 36.72  -3 19 36.30 21.519 0.018 20.382 0.011 -0.002
ID-3572 17 37 36.72  -3 19 24.63 22.279 0.030 21.312 0.029 -0.002
ID-3573 17 37 36.72  -3 20 28.00 22.092 0.022 21.072 0.019 -0.049
ID-3574 17 37 36.73  -3  9  7.40 21.740 0.015 20.740 0.013 -0.035
ID-3575 17 37 36.73  -3 11 55.07 22.787 0.036 21.584 0.026 -0.050
ID-3576 17 37 36.74  -3 11 34.70 22.780 0.030 21.864 0.037 -0.050
ID-3577 17 37 36.74  -3 20 25.93 23.262 0.056 22.239 0.055 -0.049
ID-3578 17 37 36.75  -3  9 37.27 21.600 0.015 20.613 0.015 -0.043
ID-3579 17 37 36.75  -3 10 10.60 22.856 0.042 21.779 0.029 -0.043
ID-3580 17 37 36.76  -3 13 43.55 18.067 0.003 17.348 0.002 -0.006
ID-3581 17 37 36.76  -3 17 11.54 19.542 0.004 18.246 0.003 -0.001
ID-3582 17 37 36.76  -3 17 27.25 17.908 0.002 17.201 0.002 -0.001
ID-3583 17 37 36.77  -3 11  3.81 22.892 0.045 21.726 0.037 -0.050
ID-3584 17 37 36.77  -3 18 36.13 22.586 0.036 21.717 0.033 -0.001
ID-3585 17 37 36.78  -3 10 27.80 22.393 0.032 21.432 0.026 -0.043
ID-3586 17 37 36.79  -3 12  7.49 21.177 0.014 20.152 0.009 -0.018
ID-3587 17 37 36.79  -3 13 37.29 18.472 0.003 17.072 0.002 -0.006
ID-3588 17 37 36.80  -3 11  9.08 22.701 0.030 21.632 0.028 -0.050
ID-3589 17 37 36.81  -3 11 22.88 23.220 0.055 22.189 0.045 -0.050
ID-3590 17 37 36.81  -3 12 13.81 21.984 0.021 20.945 0.018 -0.018
ID-3591 17 37 36.81  -3 17 55.95 23.031 0.059 21.881 0.038 -0.001
ID-3592 17 37 36.82  -3 12 17.62 22.478 0.041 21.456 0.027 -0.018
ID-3593 17 37 36.82  -3 17 30.41 22.621 0.046 21.845 0.042 -0.001
ID-3594 17 37 36.83  -3 18 53.12 22.989 0.056 22.068 0.055 -0.002
ID-3595 17 37 36.85  -3 11 47.16 21.351 0.009 20.308 0.009 -0.050
ID-3596 17 37 36.85  -3 12 32.00 23.028 0.054 21.951 0.045 -0.018
ID-3597 17 37 36.85  -3 19 11.39 22.255 0.029 21.230 0.026 -0.002
ID-3598 17 37 36.86  -3 10 12.58 22.707 0.038 21.602 0.027 -0.043
ID-3599 17 37 36.87  -3 19 37.18 21.516 0.020 20.497 0.012 -0.002
ID-3600 17 37 36.88  -3  8  6.49 22.608 0.029 20.983 0.022 -0.035
ID-3601 17 37 36.88  -3  9 57.76 23.171 0.050 22.223 0.048 -0.043
ID-3602 17 37 36.88  -3 12 37.81 17.668 0.001 16.317 0.001 -0.018
ID-3603 17 37 36.88  -3 16 33.26 18.441 0.002 17.905 0.002 -0.001
ID-3604 17 37 36.89  -3 17 39.17 17.958 0.002 17.281 0.002 -0.001
ID-3605 17 37 36.90  -3 10 49.95 22.337 0.029 21.407 0.021 -0.050
ID-3606 17 37 36.90  -3 11 53.35 23.173 0.053 22.247 0.056 -0.050
ID-3607 17 37 36.90  -3 13 30.84 17.004 0.002 15.187 0.001 -0.006
ID-3608 17 37 36.91  -3 17 19.17 21.871 0.025 20.803 0.018 -0.001
ID-3609 17 37 36.93  -3 11 38.32 23.148 0.048 22.064 0.039 -0.050
ID-3610 17 37 36.93  -3 12 16.21 22.615 0.038 21.572 0.034 -0.018
ID-3611 17 37 36.93  -3 13 40.37 17.914 0.002 16.365 0.002 -0.006
ID-3612 17 37 36.93  -3 17 59.06 22.471 0.032 21.546 0.033 -0.001
ID-3613 17 37 36.94  -3 19 51.23 21.153 0.011 19.848 0.007 -0.002
ID-3614 17 37 36.95  -3 11 28.14 21.371 0.010 20.357 0.009 -0.050
ID-3615 17 37 36.95  -3 16 36.00 21.927 0.024 20.916 0.020 -0.001
ID-3616 17 37 36.95  -3 18 39.47 21.530 0.019 20.577 0.016 -0.001
ID-3617 17 37 36.95  -3 18 35.42 22.452 0.037 21.386 0.026 -0.001
ID-3618 17 37 36.96  -3 10 59.53 23.291 0.059 22.203 0.044 -0.050
ID-3619 17 37 36.96  -3 15 50.74 18.611 0.003 17.154 0.002 -0.028
ID-3620 17 37 36.98  -3  9 27.89 22.796 0.037 21.799 0.032 -0.043
ID-3621 17 37 37.00  -3 11 14.77 21.484 0.012 20.462 0.010 -0.050
ID-3622 17 37 37.00  -3 18  5.41 20.616 0.009 19.551 0.007 -0.001
ID-3623 17 37 37.01  -3 16 58.00 21.952 0.026 20.972 0.020 -0.001
ID-3624 17 37 37.02  -3 10 24.90 22.090 0.020 21.124 0.017 -0.043
ID-3625 17 37 37.02  -3 18 23.75 21.243 0.011 20.217 0.011 -0.001
ID-3626 17 37 37.02  -3 18 58.61 21.732 0.016 20.761 0.014 -0.002
ID-3627 17 37 37.04  -3 13  6.90 21.694 0.018 20.634 0.016 -0.018
ID-3628 17 37 37.04  -3 12 23.20 22.877 0.041 21.778 0.038 -0.018
ID-3629 17 37 37.04  -3 17 32.57 22.171 0.029 21.149 0.028 -0.001
ID-3630 17 37 37.05  -3 10 36.11 23.052 0.047 21.976 0.043 -0.043
ID-3631 17 37 37.05  -3 12 28.64 22.388 0.030 21.234 0.025 -0.018
ID-3632 17 37 37.07  -3  9 38.81 21.633 0.015 20.622 0.012 -0.043
ID-3633 17 37 37.07  -3 12 12.78 22.875 0.048 21.808 0.037 -0.018
ID-3634 17 37 37.08  -3 18 26.33 20.806 0.008 19.641 0.006 -0.001
ID-3635 17 37 37.08  -3 18 53.82 22.459 0.032 21.509 0.036 -0.002
ID-3636 17 37 37.09  -3 11 29.83 21.439 0.010 20.442 0.010 -0.050
ID-3637 17 37 37.09  -3 16 56.84 22.657 0.044 21.640 0.035 -0.001
ID-3638 17 37 37.09  -3 19 11.86 22.093 0.032 21.120 0.020 -0.002
ID-3639 17 37 37.10  -3 17 55.53 22.908 0.048 21.891 0.044 -0.001
ID-3640 17 37 37.10  -3 19 35.75 22.090 0.021 21.097 0.021 -0.002
ID-3641 17 37 37.12  -3  9 18.63 22.819 0.032 21.865 0.028 -0.035
ID-3642 17 37 37.12  -3 12 24.91 22.636 0.040 21.637 0.031 -0.018
ID-3643 17 37 37.12  -3 16 54.58 22.540 0.040 21.460 0.032 -0.001
ID-3644 17 37 37.12  -3 19  6.02 22.737 0.036 21.831 0.039 -0.002
ID-3645 17 37 37.13  -3 10  8.77 21.553 0.014 20.445 0.010 -0.043
ID-3646 17 37 37.14  -3 10 49.63 22.833 0.041 21.801 0.041 -0.050
ID-3647 17 37 37.14  -3 16  2.01 18.834 0.004 17.423 0.002 -0.028
ID-3648 17 37 37.14  -3 20 44.45 22.512 0.028 21.446 0.028 -0.049
ID-3649 17 37 37.14  -3 21  0.00 23.069 0.041 22.001 0.038 -0.049
ID-3650 17 37 37.17  -3 13 25.61 18.022 0.002 17.366 0.002 -0.006
ID-3651 17 37 37.17  -3 19 24.40 20.417 0.008 19.242 0.004 -0.002
ID-3652 17 37 37.18  -3 17 41.66 22.399 0.039 21.488 0.032 -0.001
ID-3653 17 37 37.19  -3 18 24.66 22.654 0.038 21.506 0.025 -0.001
ID-3654 17 37 37.20  -3 12 16.46 19.970 0.004 18.726 0.003 -0.018
ID-3655 17 37 37.20  -3 17 21.01 21.855 0.022 20.887 0.022 -0.001
ID-3656 17 37 37.21  -3 16 48.40 21.728 0.024 20.725 0.018 -0.001
ID-3657 17 37 37.22  -3 17 11.71 21.010 0.011 20.108 0.011 -0.001
ID-3658 17 37 37.22  -3 17 35.81 22.848 0.037 21.855 0.039 -0.001
ID-3659 17 37 37.23  -3 18  0.48 21.298 0.013 20.184 0.010 -0.001
ID-3660 17 37 37.24  -3 10 54.99 22.774 0.034 21.689 0.027 -0.050
ID-3661 17 37 37.25  -3 11 19.31 21.450 0.017 20.455 0.010 -0.050
ID-3662 17 37 37.25  -3 11 50.96 22.116 0.022 21.088 0.020 -0.050
ID-3663 17 37 37.26  -3 17  6.32 19.888 0.007 18.621 0.004 -0.001
ID-3664 17 37 37.26  -3 18 10.33 21.449 0.015 20.414 0.014 -0.001
ID-3665 17 37 37.26  -3 18  4.22 22.905 0.057 21.940 0.038 -0.001
ID-3666 17 37 37.27  -3  9 29.31 23.107 0.045 22.017 0.040 -0.043
ID-3667 17 37 37.27  -3 19 48.43 22.496 0.036 21.476 0.027 -0.002
ID-3668 17 37 37.28  -3 10 39.68 21.371 0.010 20.317 0.010 -0.043
ID-3669 17 37 37.28  -3 11  5.76 22.069 0.022 20.984 0.018 -0.050
